vol;deb;fin;frequence
AF1502;27/02/2024;27/02/2024;2
AF1502;28/02/2024;28/02/2024;3
AF1502;29/02/2024;29/02/2024;4
AF1502;01/03/2024;29/03/2024;135
AF1502;21/03/2024;28/03/2024;4
AF1502;23/03/2024;30/03/2024;267
AF1502;31/03/2024;27/04/2024;67
AF1502;01/04/2024;26/04/2024;1345
AF1502;02/04/2024;23/04/2024;2
AF1502;28/04/2024;04/07/2024;134567
AF1502;30/04/2024;02/07/2024;2
AF1502;05/07/2024;05/07/2024;5
AF1502;02/09/2024;06/10/2024;134567
AF1502;03/09/2024;22/10/2024;2
AF1502;07/10/2024;17/10/2024;1467
AF1502;09/10/2024;23/10/2024;35
AF1502;19/10/2024;26/10/2024;14567
AF1502;27/10/2024;01/11/2024;13457
AF1502;29/10/2024;29/10/2024;2
AF1503;02/03/2024;19/03/2024;246
AF1503;06/02/2024;06/02/2024;2
AF1503;07/02/2024;07/02/2024;3
AF1503;08/02/2024;08/02/2024;4
AF1503;09/02/2024;09/02/2024;5
AF1503;10/02/2024;10/02/2024;6
AF1503;11/02/2024;11/02/2024;7
AF1503;12/02/2024;12/02/2024;1
AF1503;13/02/2024;13/02/2024;2
AF1503;14/02/2024;14/02/2024;3
AF1503;15/02/2024;15/02/2024;4
AF1503;16/02/2024;16/02/2024;5
AF1503;04/03/2024;29/03/2024;135
AF1503;17/02/2024;17/02/2024;6
AF1503;18/02/2024;18/02/2024;7
AF1503;19/02/2024;19/02/2024;1
AF1503;20/02/2024;20/02/2024;2
AF1503;21/02/2024;21/02/2024;3
AF1503;22/02/2024;22/02/2024;4
AF1503;23/02/2024;23/02/2024;5
AF1503;24/02/2024;24/02/2024;6
AF1503;25/02/2024;25/02/2024;7
AF1503;26/02/2024;26/02/2024;1
AF1503;27/02/2024;27/02/2024;2
AF1503;28/02/2024;28/02/2024;3
AF1503;29/02/2024;29/02/2024;4
AF1503;01/03/2024;01/03/2024;5
AF1503;03/03/2024;24/03/2024;7
AF1503;21/03/2024;28/03/2024;4
AF1503;23/03/2024;30/03/2024;26
AF1503;31/03/2024;31/03/2024;7
AF1503;01/04/2024;26/04/2024;145
AF1503;02/04/2024;27/04/2024;26
AF1503;03/04/2024;03/04/2024;3
AF1503;07/04/2024;21/04/2024;7
AF1503;10/04/2024;10/04/2024;3
AF1503;17/04/2024;24/04/2024;3
AF1503;28/04/2024;30/06/2024;7
AF1503;29/04/2024;05/07/2024;12456
AF1503;01/05/2024;08/05/2024;3
AF1503;15/05/2024;15/05/2024;3
AF1503;22/05/2024;03/07/2024;3
AF1503;02/09/2024;02/09/2024;1
AF1503;03/09/2024;05/10/2024;12456
AF1503;04/09/2024;02/10/2024;3
AF1503;08/09/2024;20/10/2024;7
AF1503;07/10/2024;26/10/2024;16
AF1503;08/10/2024;17/10/2024;24
AF1503;09/10/2024;23/10/2024;3
AF1503;11/10/2024;18/10/2024;5
AF1503;22/10/2024;25/10/2024;245
AF1503;27/10/2024;27/10/2024;7
AF1503;28/10/2024;28/03/2025;1345
AF1503;29/10/2024;29/03/2025;26
AF1504;05/03/2024;12/03/2024;24
AF1504;19/03/2024;19/03/2024;2
AF1504;28/03/2024;30/03/2024;46
AF1504;05/02/2024;12/02/2024;15
AF1504;06/02/2024;11/02/2024;247
AF1504;07/02/2024;07/02/2024;3
AF1504;10/02/2024;10/02/2024;6
AF1504;13/02/2024;13/02/2024;2
AF1504;14/02/2024;14/02/2024;3
AF1504;15/02/2024;15/02/2024;4
AF1504;16/02/2024;16/02/2024;5
AF1504;17/02/2024;17/02/2024;6
AF1504;18/02/2024;18/02/2024;7
AF1504;19/02/2024;19/02/2024;1
AF1504;20/02/2024;20/02/2024;2
AF1504;21/02/2024;21/02/2024;3
AF1504;22/02/2024;24/02/2024;46
AF1504;23/02/2024;23/02/2024;5
AF1504;25/02/2024;25/02/2024;7
AF1504;26/02/2024;26/02/2024;1
AF1504;27/02/2024;29/02/2024;24
AF1504;28/02/2024;28/02/2024;3
AF1504;01/03/2024;01/03/2024;5
AF1504;02/03/2024;02/03/2024;6
AF1504;03/03/2024;03/03/2024;7
AF1504;04/03/2024;04/03/2024;1
AF1504;06/03/2024;06/03/2024;3
AF1504;08/03/2024;11/03/2024;15
AF1504;22/03/2024;22/03/2024;5
AF1504;09/03/2024;09/03/2024;6
AF1504;10/03/2024;10/03/2024;7
AF1504;13/03/2024;13/03/2024;3
AF1504;14/03/2024;14/03/2024;4
AF1504;15/03/2024;15/03/2024;5
AF1504;16/03/2024;16/03/2024;6
AF1504;17/03/2024;17/03/2024;7
AF1504;18/03/2024;18/03/2024;1
AF1504;20/03/2024;20/03/2024;3
AF1504;21/03/2024;21/03/2024;4
AF1504;23/03/2024;23/03/2024;6
AF1504;24/03/2024;24/03/2024;7
AF1504;25/03/2024;25/03/2024;1
AF1504;26/03/2024;26/03/2024;2
AF1504;27/03/2024;27/03/2024;3
AF1504;29/03/2024;29/03/2024;5
AF1504;08/05/2024;05/07/2024;357
AF1504;04/09/2024;25/10/2024;357
AF1504;27/10/2024;29/03/2025;1234567
AF1505;05/02/2024;13/02/2024;12457
AF1505;07/02/2024;07/02/2024;3
AF1505;10/02/2024;10/02/2024;6
AF1505;14/02/2024;14/02/2024;3
AF1505;15/02/2024;15/02/2024;4
AF1505;16/02/2024;16/02/2024;5
AF1505;17/02/2024;17/02/2024;6
AF1505;18/02/2024;18/02/2024;7
AF1505;19/02/2024;19/02/2024;1
AF1505;20/02/2024;20/02/2024;2
AF1505;21/02/2024;21/02/2024;3
AF1505;22/02/2024;24/02/2024;46
AF1505;23/02/2024;23/02/2024;5
AF1505;25/02/2024;25/02/2024;7
AF1505;26/02/2024;26/02/2024;1
AF1505;27/02/2024;29/02/2024;24
AF1505;28/02/2024;28/02/2024;3
AF1505;01/03/2024;01/03/2024;5
AF1505;02/03/2024;02/03/2024;6
AF1505;03/03/2024;03/03/2024;7
AF1505;04/03/2024;04/03/2024;1
AF1505;05/03/2024;05/03/2024;2
AF1505;06/03/2024;06/03/2024;3
AF1505;07/03/2024;12/03/2024;1245
AF1505;19/03/2024;22/03/2024;25
AF1505;09/03/2024;09/03/2024;6
AF1505;10/03/2024;10/03/2024;7
AF1505;13/03/2024;13/03/2024;3
AF1505;14/03/2024;14/03/2024;4
AF1505;15/03/2024;15/03/2024;5
AF1505;16/03/2024;16/03/2024;6
AF1505;17/03/2024;17/03/2024;7
AF1505;18/03/2024;18/03/2024;1
AF1505;20/03/2024;20/03/2024;3
AF1505;21/03/2024;21/03/2024;4
AF1505;23/03/2024;23/03/2024;6
AF1505;24/03/2024;24/03/2024;7
AF1505;25/03/2024;25/03/2024;1
AF1505;26/03/2024;26/03/2024;2
AF1505;27/03/2024;27/03/2024;3
AF1505;28/03/2024;30/03/2024;456
AF1505;08/05/2024;05/07/2024;357
AF1505;04/09/2024;25/10/2024;357
AF1505;27/10/2024;29/03/2025;1234567
AF1506;02/02/2024;20/02/2024;12345
AF1506;22/02/2024;29/03/2024;12345
AF1506;20/01/2024;24/02/2024;67
AF1506;02/03/2024;30/03/2024;67
AF1506;31/03/2024;07/04/2024;7
AF1506;01/04/2024;05/04/2024;12345
AF1506;08/04/2024;26/04/2024;12345
AF1506;14/04/2024;14/04/2024;7
AF1506;21/04/2024;28/04/2024;7
AF1506;29/04/2024;02/05/2024;124
AF1506;03/05/2024;05/05/2024;57
AF1506;06/05/2024;10/05/2024;1235
AF1506;13/05/2024;19/05/2024;123457
AF1506;21/05/2024;05/07/2024;123457
AF1506;02/09/2024;25/10/2024;123457
AF1506;27/10/2024;28/03/2025;123457
AF1507;02/02/2024;20/02/2024;12345
AF1507;22/02/2024;29/03/2024;12345
AF1507;20/01/2024;24/02/2024;67
AF1507;02/03/2024;30/03/2024;67
AF1507;31/03/2024;07/04/2024;7
AF1507;01/04/2024;05/04/2024;12345
AF1507;08/04/2024;26/04/2024;12345
AF1507;14/04/2024;14/04/2024;7
AF1507;21/04/2024;28/04/2024;7
AF1507;29/04/2024;02/05/2024;124
AF1507;03/05/2024;05/05/2024;57
AF1507;06/05/2024;10/05/2024;1235
AF1507;13/05/2024;19/05/2024;123457
AF1507;21/05/2024;05/07/2024;123457
AF1507;02/09/2024;25/10/2024;123457
AF1507;27/10/2024;28/03/2025;123457
AF1510;16/02/2024;16/02/2024;5
AF1510;17/02/2024;20/02/2024;267
AF1510;21/02/2024;21/02/2024;3
AF1510;23/02/2024;23/02/2024;5
AF1510;24/02/2024;27/02/2024;267
AF1510;26/02/2024;26/02/2024;1
AF1510;28/02/2024;28/02/2024;3
AF1510;29/02/2024;29/02/2024;4
AF1510;01/03/2024;01/03/2024;5
AF1510;02/03/2024;14/03/2024;246
AF1510;17/03/2024;19/03/2024;27
AF1510;03/03/2024;03/03/2024;7
AF1510;04/03/2024;04/03/2024;1
AF1510;06/03/2024;27/03/2024;3
AF1510;08/03/2024;08/03/2024;5
AF1510;15/03/2024;22/03/2024;15
AF1510;29/03/2024;29/03/2024;5
AF1510;10/03/2024;10/03/2024;7
AF1510;11/03/2024;11/03/2024;1
AF1510;16/03/2024;16/03/2024;6
AF1510;21/03/2024;28/03/2024;4
AF1510;23/03/2024;30/03/2024;6
AF1510;24/03/2024;24/03/2024;7
AF1510;25/03/2024;25/03/2024;1
AF1510;26/03/2024;26/03/2024;2
AF1510;31/03/2024;27/04/2024;267
AF1510;01/04/2024;10/04/2024;135
AF1510;04/04/2024;11/04/2024;4
AF1510;12/04/2024;12/04/2024;5
AF1510;15/04/2024;26/04/2024;15
AF1510;17/04/2024;25/04/2024;34
AF1510;28/04/2024;02/05/2024;347
AF1510;08/05/2024;12/05/2024;347
AF1510;29/04/2024;11/05/2024;1256
AF1510;05/05/2024;05/05/2024;7
AF1510;13/05/2024;18/05/2024;126
AF1510;15/05/2024;19/05/2024;3457
AF1510;20/05/2024;05/07/2024;1234567
AF1510;06/07/2024;31/08/2024;6
AF1510;07/07/2024;30/08/2024;1257
AF1510;10/07/2024;29/08/2024;34
AF1510;01/09/2024;06/10/2024;1234567
AF1510;07/10/2024;15/10/2024;126
AF1510;09/10/2024;23/10/2024;35
AF1510;10/10/2024;17/10/2024;47
AF1510;19/10/2024;26/10/2024;1256
AF1510;20/10/2024;24/10/2024;47
AF1510;27/10/2024;01/11/2024;13457
AF1510;29/10/2024;29/10/2024;2
AF1511;16/02/2024;16/02/2024;5
AF1511;17/02/2024;20/02/2024;267
AF1511;21/02/2024;21/02/2024;3
AF1511;23/02/2024;23/02/2024;5
AF1511;24/02/2024;27/02/2024;1267
AF1511;28/02/2024;28/02/2024;3
AF1511;29/02/2024;29/02/2024;4
AF1511;01/03/2024;01/03/2024;5
AF1511;02/03/2024;15/03/2024;2456
AF1511;17/03/2024;22/03/2024;12457
AF1511;26/03/2024;29/03/2024;245
AF1511;03/03/2024;03/03/2024;7
AF1511;04/03/2024;04/03/2024;1
AF1511;06/03/2024;27/03/2024;3
AF1511;10/03/2024;10/03/2024;7
AF1511;11/03/2024;11/03/2024;1
AF1511;16/03/2024;30/03/2024;6
AF1511;24/03/2024;24/03/2024;7
AF1511;25/03/2024;25/03/2024;1
AF1511;31/03/2024;11/04/2024;1234567
AF1511;13/04/2024;04/05/2024;1234567
AF1511;06/05/2024;05/07/2024;1234567
AF1511;12/04/2024;12/04/2024;5
AF1511;05/05/2024;05/05/2024;7
AF1511;06/07/2024;31/08/2024;6
AF1511;07/07/2024;30/08/2024;1257
AF1511;10/07/2024;29/08/2024;34
AF1511;01/09/2024;26/10/2024;1234567
AF1511;27/10/2024;29/03/2025;1234567
AF1513;16/01/2024;15/02/2024;124
AF1513;07/02/2024;14/02/2024;3
AF1513;19/01/2024;16/02/2024;5
AF1513;23/02/2024;23/02/2024;5
AF1513;01/03/2024;01/03/2024;5
AF1513;03/03/2024;03/03/2024;7
AF1513;11/03/2024;28/03/2024;124
AF1513;13/03/2024;20/03/2024;3
AF1513;15/03/2024;29/03/2024;5
AF1513;27/03/2024;27/03/2024;3
AF1513;02/04/2024;11/04/2024;1234
AF1513;05/04/2024;03/05/2024;5
AF1513;14/04/2024;14/04/2024;7
AF1513;28/04/2024;28/04/2024;7
AF1513;29/04/2024;30/04/2024;12
AF1513;13/05/2024;13/05/2024;1
AF1513;14/05/2024;16/05/2024;234
AF1513;17/05/2024;05/07/2024;5
AF1513;06/09/2024;25/10/2024;5
AF1513;21/05/2024;04/07/2024;1234
AF1513;02/09/2024;24/10/2024;1234
AF1513;07/07/2024;28/07/2024;7
AF1513;08/07/2024;25/07/2024;1234
AF1513;12/07/2024;26/07/2024;5
AF1513;29/07/2024;31/07/2024;13
AF1513;30/07/2024;30/07/2024;2
AF1513;01/08/2024;29/08/2024;24
AF1513;04/08/2024;01/09/2024;7
AF1513;07/08/2024;28/08/2024;3
AF1513;28/10/2024;27/03/2025;14
AF1513;29/10/2024;26/03/2025;23
AF1514;16/01/2024;16/02/2024;12345
AF1514;21/01/2024;11/02/2024;7
AF1514;10/03/2024;24/03/2024;7
AF1514;18/02/2024;18/02/2024;7
AF1514;03/03/2024;03/03/2024;7
AF1514;19/02/2024;19/02/2024;1
AF1514;20/02/2024;21/02/2024;23
AF1514;22/02/2024;22/02/2024;4
AF1514;23/02/2024;23/02/2024;5
AF1514;25/02/2024;25/02/2024;7
AF1514;26/02/2024;26/02/2024;1
AF1514;27/02/2024;29/02/2024;234
AF1514;01/03/2024;01/03/2024;5
AF1514;05/03/2024;08/03/2024;2345
AF1514;11/03/2024;20/03/2024;12345
AF1514;26/03/2024;29/03/2024;245
AF1514;21/03/2024;21/03/2024;4
AF1514;22/03/2024;22/03/2024;5
AF1514;25/03/2024;25/03/2024;1
AF1514;27/03/2024;27/03/2024;3
AF1514;01/04/2024;03/04/2024;123
AF1514;04/04/2024;02/05/2024;4
AF1514;05/04/2024;05/04/2024;5
AF1514;07/04/2024;07/04/2024;7
AF1514;08/04/2024;12/04/2024;1235
AF1514;14/04/2024;28/04/2024;7
AF1514;15/04/2024;24/04/2024;123
AF1514;19/04/2024;26/04/2024;5
AF1514;29/04/2024;30/04/2024;12
AF1514;03/05/2024;03/05/2024;5
AF1514;13/05/2024;17/05/2024;1235
AF1514;21/05/2024;05/07/2024;1235
AF1514;02/09/2024;25/10/2024;1235
AF1514;16/05/2024;04/07/2024;4
AF1514;05/09/2024;24/10/2024;4
AF1514;20/05/2024;20/05/2024;1
AF1514;26/05/2024;30/06/2024;7
AF1514;08/09/2024;20/10/2024;7
AF1514;07/07/2024;28/07/2024;7
AF1514;08/07/2024;22/07/2024;1
AF1514;09/07/2024;17/07/2024;23
AF1514;11/07/2024;25/07/2024;4
AF1514;12/07/2024;19/07/2024;5
AF1514;23/07/2024;24/07/2024;23
AF1514;26/07/2024;26/07/2024;5
AF1514;27/10/2024;23/03/2025;7
AF1514;28/10/2024;27/03/2025;14
AF1514;29/10/2024;28/03/2025;235
AF1515;11/02/2024;11/02/2024;7
AF1515;10/03/2024;10/03/2024;7
AF1515;24/03/2024;24/03/2024;7
AF1515;16/01/2024;15/02/2024;2345
AF1515;22/01/2024;12/02/2024;1
AF1515;16/02/2024;16/02/2024;5
AF1515;18/02/2024;25/02/2024;7
AF1515;19/02/2024;26/02/2024;1
AF1515;20/02/2024;27/02/2024;24
AF1515;21/02/2024;28/02/2024;3
AF1515;29/02/2024;29/02/2024;4
AF1515;03/03/2024;03/03/2024;7
AF1515;05/03/2024;07/03/2024;24
AF1515;06/03/2024;08/03/2024;35
AF1515;11/03/2024;25/03/2024;1
AF1515;12/03/2024;21/03/2024;2345
AF1515;29/03/2024;29/03/2024;5
AF1515;17/03/2024;17/03/2024;7
AF1515;22/03/2024;22/03/2024;5
AF1515;26/03/2024;26/03/2024;2
AF1515;27/03/2024;27/03/2024;3
AF1515;28/03/2024;28/03/2024;4
AF1515;01/04/2024;01/04/2024;1
AF1515;02/04/2024;12/04/2024;1235
AF1515;04/04/2024;11/04/2024;4
AF1515;07/04/2024;07/04/2024;7
AF1515;14/04/2024;28/04/2024;7
AF1515;15/04/2024;24/04/2024;123
AF1515;18/04/2024;25/04/2024;4
AF1515;19/04/2024;19/04/2024;5
AF1515;29/04/2024;03/05/2024;125
AF1515;02/05/2024;02/05/2024;4
AF1515;05/05/2024;05/05/2024;7
AF1515;06/05/2024;06/05/2024;1
AF1515;13/05/2024;17/05/2024;1235
AF1515;16/05/2024;04/07/2024;4
AF1515;05/09/2024;24/10/2024;4
AF1515;20/05/2024;20/05/2024;1
AF1515;21/05/2024;05/07/2024;1235
AF1515;02/09/2024;25/10/2024;1235
AF1515;26/05/2024;30/06/2024;7
AF1515;08/09/2024;20/10/2024;7
AF1515;27/10/2024;23/03/2025;7
AF1515;28/10/2024;28/03/2025;145
AF1515;29/10/2024;26/03/2025;23
AF1518;03/02/2024;19/02/2024;1346
AF1518;24/02/2024;24/02/2024;6
AF1518;28/02/2024;11/03/2024;1346
AF1518;14/03/2024;30/03/2024;1346
AF1518;16/01/2024;13/02/2024;25
AF1518;20/02/2024;29/03/2024;25
AF1518;01/04/2024;01/04/2024;1
AF1518;02/04/2024;26/04/2024;245
AF1518;03/04/2024;17/04/2024;3
AF1518;08/04/2024;22/04/2024;1
AF1518;24/04/2024;24/04/2024;3
AF1518;29/04/2024;29/04/2024;1
AF1518;30/04/2024;03/05/2024;245
AF1518;06/05/2024;06/05/2024;1
AF1518;07/05/2024;10/05/2024;25
AF1518;13/05/2024;03/07/2024;13
AF1518;14/05/2024;05/07/2024;245
AF1518;06/07/2024;31/08/2024;36
AF1518;08/07/2024;30/08/2024;125
AF1518;02/09/2024;23/10/2024;13
AF1518;03/09/2024;25/10/2024;245
AF1518;28/10/2024;29/03/2025;123456
AF1519;19/01/2024;09/02/2024;5
AF1519;23/02/2024;29/03/2024;5
AF1519;17/01/2024;19/02/2024;13
AF1519;28/02/2024;11/03/2024;13
AF1519;18/03/2024;27/03/2024;13
AF1519;16/01/2024;26/03/2024;2
AF1519;03/02/2024;17/02/2024;46
AF1519;24/02/2024;16/03/2024;46
AF1519;21/03/2024;28/03/2024;4
AF1519;23/03/2024;30/03/2024;6
AF1519;01/04/2024;01/04/2024;1
AF1519;02/04/2024;02/04/2024;2
AF1519;03/04/2024;17/04/2024;3
AF1519;04/04/2024;11/04/2024;4
AF1519;05/04/2024;05/04/2024;5
AF1519;08/04/2024;22/04/2024;1
AF1519;09/04/2024;09/04/2024;2
AF1519;12/04/2024;12/04/2024;5
AF1519;16/04/2024;23/04/2024;2
AF1519;18/04/2024;25/04/2024;4
AF1519;19/04/2024;26/04/2024;5
AF1519;24/04/2024;24/04/2024;3
AF1519;29/04/2024;29/04/2024;1
AF1519;30/04/2024;10/05/2024;25
AF1519;02/05/2024;02/05/2024;4
AF1519;06/05/2024;06/05/2024;1
AF1519;13/05/2024;03/07/2024;13
AF1519;14/05/2024;14/05/2024;2
AF1519;16/05/2024;17/05/2024;45
AF1519;21/05/2024;05/07/2024;245
AF1519;06/07/2024;31/08/2024;36
AF1519;08/07/2024;30/08/2024;125
AF1519;02/09/2024;02/10/2024;13
AF1519;03/09/2024;04/10/2024;245
AF1519;07/10/2024;21/10/2024;1
AF1519;08/10/2024;15/10/2024;2
AF1519;09/10/2024;23/10/2024;3
AF1519;10/10/2024;24/10/2024;4
AF1519;11/10/2024;18/10/2024;5
AF1519;22/10/2024;25/10/2024;25
AF1519;28/10/2024;28/03/2025;1345
AF1519;29/10/2024;29/03/2025;26
AF1524;02/03/2024;02/03/2024;6
AF1524;07/02/2024;07/02/2024;3
AF1524;10/02/2024;10/02/2024;6
AF1524;11/02/2024;11/02/2024;7
AF1524;14/02/2024;14/02/2024;3
AF1524;16/02/2024;01/03/2024;5
AF1524;17/02/2024;17/02/2024;6
AF1524;18/02/2024;18/02/2024;7
AF1524;21/02/2024;06/03/2024;3
AF1524;24/02/2024;24/02/2024;6
AF1524;25/02/2024;10/03/2024;7
AF1524;09/03/2024;09/03/2024;6
AF1524;13/03/2024;13/03/2024;3
AF1524;16/03/2024;16/03/2024;6
AF1525;02/03/2024;02/03/2024;6
AF1525;07/02/2024;07/02/2024;3
AF1525;10/02/2024;10/02/2024;6
AF1525;11/02/2024;11/02/2024;7
AF1525;14/02/2024;14/02/2024;3
AF1525;16/02/2024;01/03/2024;5
AF1525;17/02/2024;17/02/2024;6
AF1525;18/02/2024;18/02/2024;7
AF1525;21/02/2024;06/03/2024;3
AF1525;24/02/2024;24/02/2024;6
AF1525;25/02/2024;10/03/2024;7
AF1525;09/03/2024;09/03/2024;6
AF1525;13/03/2024;13/03/2024;3
AF1525;16/03/2024;16/03/2024;6
AF1526;04/02/2024;11/02/2024;47
AF1526;12/02/2024;12/02/2024;1
AF1526;07/02/2024;14/02/2024;35
AF1526;15/02/2024;15/02/2024;4
AF1526;17/02/2024;17/02/2024;6
AF1526;02/03/2024;30/03/2024;6
AF1526;18/02/2024;18/02/2024;7
AF1526;25/02/2024;25/02/2024;7
AF1526;31/03/2024;07/04/2024;7
AF1526;04/04/2024;04/04/2024;4
AF1526;05/04/2024;05/04/2024;5
AF1526;06/04/2024;06/04/2024;6
AF1526;11/04/2024;11/04/2024;4
AF1526;12/04/2024;12/04/2024;5
AF1526;13/04/2024;13/04/2024;6
AF1526;14/04/2024;21/04/2024;7
AF1526;18/04/2024;18/04/2024;4
AF1526;19/04/2024;26/04/2024;5
AF1526;20/04/2024;27/04/2024;6
AF1526;25/04/2024;25/04/2024;4
AF1526;28/04/2024;05/05/2024;47
AF1526;08/05/2024;10/05/2024;345
AF1526;13/05/2024;05/07/2024;123457
AF1526;03/05/2024;03/05/2024;5
AF1526;04/05/2024;11/05/2024;6
AF1526;12/05/2024;12/05/2024;7
AF1526;18/05/2024;29/06/2024;6
AF1526;06/07/2024;31/08/2024;6
AF1526;07/07/2024;01/09/2024;123457
AF1526;02/09/2024;06/10/2024;123457
AF1526;07/09/2024;26/10/2024;6
AF1526;07/10/2024;17/10/2024;1247
AF1526;09/10/2024;23/10/2024;35
AF1526;20/10/2024;25/10/2024;12457
AF1526;27/10/2024;01/11/2024;13457
AF1527;08/02/2024;12/02/2024;147
AF1527;07/02/2024;14/02/2024;35
AF1527;15/02/2024;15/02/2024;4
AF1527;17/02/2024;17/02/2024;6
AF1527;02/03/2024;30/03/2024;6
AF1527;18/02/2024;18/02/2024;7
AF1527;25/02/2024;25/02/2024;7
AF1527;31/03/2024;31/03/2024;7
AF1527;04/04/2024;04/04/2024;4
AF1527;05/04/2024;07/04/2024;57
AF1527;06/04/2024;06/04/2024;6
AF1527;11/04/2024;11/04/2024;4
AF1527;12/04/2024;12/04/2024;5
AF1527;13/04/2024;13/04/2024;6
AF1527;14/04/2024;21/04/2024;7
AF1527;18/04/2024;18/04/2024;4
AF1527;19/04/2024;26/04/2024;5
AF1527;20/04/2024;27/04/2024;6
AF1527;18/05/2024;29/06/2024;6
AF1527;25/04/2024;25/04/2024;4
AF1527;28/04/2024;28/04/2024;7
AF1527;02/05/2024;05/05/2024;47
AF1527;08/05/2024;10/05/2024;345
AF1527;13/05/2024;05/07/2024;123457
AF1527;03/05/2024;03/05/2024;5
AF1527;04/05/2024;11/05/2024;6
AF1527;12/05/2024;12/05/2024;7
AF1527;06/07/2024;31/08/2024;6
AF1527;07/07/2024;01/09/2024;123457
AF1527;02/09/2024;25/10/2024;123457
AF1527;07/09/2024;26/10/2024;6
AF1527;27/10/2024;29/03/2025;134567
AF1528;17/01/2024;16/02/2024;35
AF1528;23/02/2024;22/03/2024;5
AF1528;20/01/2024;30/03/2024;67
AF1528;22/01/2024;25/03/2024;1
AF1528;15/02/2024;28/03/2024;4
AF1528;20/02/2024;26/03/2024;2
AF1528;21/02/2024;27/03/2024;3
AF1528;29/03/2024;29/03/2024;5
AF1528;31/03/2024;07/04/2024;7
AF1528;01/04/2024;01/04/2024;1
AF1528;02/04/2024;02/04/2024;2
AF1528;03/04/2024;03/04/2024;3
AF1528;04/04/2024;04/04/2024;4
AF1528;05/04/2024;05/04/2024;5
AF1528;06/04/2024;06/04/2024;6
AF1528;08/04/2024;08/04/2024;1
AF1528;22/04/2024;22/04/2024;1
AF1528;09/04/2024;23/04/2024;2
AF1528;10/04/2024;10/04/2024;3
AF1528;11/04/2024;11/04/2024;4
AF1528;12/04/2024;26/04/2024;5
AF1528;13/04/2024;27/04/2024;6
AF1528;14/04/2024;21/04/2024;7
AF1528;15/04/2024;15/04/2024;1
AF1528;17/04/2024;24/04/2024;3
AF1528;18/04/2024;18/04/2024;4
AF1528;25/04/2024;25/04/2024;4
AF1528;28/04/2024;28/04/2024;7
AF1528;29/04/2024;29/04/2024;1
AF1528;30/04/2024;07/05/2024;2
AF1528;01/05/2024;01/05/2024;3
AF1528;02/05/2024;16/05/2024;4
AF1528;03/05/2024;10/05/2024;5
AF1528;04/05/2024;29/06/2024;6
AF1528;05/05/2024;05/05/2024;7
AF1528;06/05/2024;06/05/2024;1
AF1528;13/05/2024;02/07/2024;12
AF1528;08/05/2024;03/07/2024;3
AF1528;12/05/2024;12/05/2024;7
AF1528;17/05/2024;19/05/2024;57
AF1528;23/05/2024;27/06/2024;4
AF1528;24/05/2024;05/07/2024;5
AF1528;26/05/2024;30/06/2024;7
AF1528;04/07/2024;26/08/2024;14
AF1528;06/07/2024;31/08/2024;6
AF1528;07/07/2024;01/09/2024;37
AF1528;09/07/2024;27/08/2024;2
AF1528;12/07/2024;30/08/2024;5
AF1528;29/08/2024;03/10/2024;4
AF1528;02/09/2024;22/10/2024;12
AF1528;04/09/2024;02/10/2024;3
AF1528;06/09/2024;04/10/2024;5
AF1528;07/09/2024;26/10/2024;6
AF1528;08/09/2024;20/10/2024;7
AF1528;09/10/2024;23/10/2024;3
AF1528;10/10/2024;24/10/2024;4
AF1528;11/10/2024;18/10/2024;5
AF1528;25/10/2024;25/10/2024;5
AF1528;27/10/2024;23/03/2025;7
AF1528;28/10/2024;27/03/2025;124
AF1528;30/10/2024;26/03/2025;3
AF1529;17/01/2024;18/02/2024;3567
AF1529;23/02/2024;24/03/2024;567
AF1529;30/03/2024;30/03/2024;6
AF1529;22/01/2024;12/02/2024;1
AF1529;15/02/2024;28/03/2024;124
AF1529;21/02/2024;27/03/2024;3
AF1529;29/03/2024;29/03/2024;5
AF1529;31/03/2024;07/04/2024;7
AF1529;01/04/2024;01/04/2024;1
AF1529;02/04/2024;02/04/2024;2
AF1529;03/04/2024;03/04/2024;3
AF1529;04/04/2024;04/04/2024;4
AF1529;05/04/2024;05/04/2024;5
AF1529;06/04/2024;06/04/2024;6
AF1529;08/04/2024;08/04/2024;1
AF1529;22/04/2024;22/04/2024;1
AF1529;09/04/2024;16/04/2024;2
AF1529;10/04/2024;10/04/2024;3
AF1529;11/04/2024;11/04/2024;4
AF1529;12/04/2024;26/04/2024;5
AF1529;13/04/2024;27/04/2024;6
AF1529;14/04/2024;21/04/2024;7
AF1529;15/04/2024;15/04/2024;1
AF1529;17/04/2024;24/04/2024;3
AF1529;18/04/2024;18/04/2024;4
AF1529;23/04/2024;23/04/2024;2
AF1529;06/05/2024;06/05/2024;1
AF1529;13/05/2024;02/07/2024;12
AF1529;25/04/2024;25/04/2024;4
AF1529;28/04/2024;28/04/2024;7
AF1529;17/05/2024;05/07/2024;57
AF1529;29/04/2024;29/04/2024;1
AF1529;30/04/2024;07/05/2024;2
AF1529;01/05/2024;01/05/2024;3
AF1529;02/05/2024;27/06/2024;4
AF1529;03/05/2024;10/05/2024;57
AF1529;04/05/2024;29/06/2024;6
AF1529;08/05/2024;03/07/2024;3
AF1529;12/05/2024;12/05/2024;7
AF1529;04/07/2024;26/08/2024;14
AF1529;06/07/2024;31/08/2024;6
AF1529;07/07/2024;30/08/2024;357
