vol;début;fin;frequence
AF1415;20/05/2024;05/07/2024;123457
AF1415;06/07/2024;31/08/2024;6
AF1415;07/07/2024;01/09/2024;37
AF1415;08/07/2024;26/08/2024;1
AF1415;09/07/2024;30/08/2024;25
AF1415;11/07/2024;29/08/2024;4
AF1415;02/09/2024;08/10/2024;123457
AF1415;07/09/2024;26/10/2024;6
AF1415;09/10/2024;23/10/2024;35
AF1415;10/10/2024;24/10/2024;4
AF1415;13/10/2024;20/10/2024;7
AF1415;14/10/2024;15/10/2024;12
AF1415;21/10/2024;25/10/2024;125
AF1416;30/01/2024;30/03/2024;1234567
AF1416;31/03/2024;07/04/2024;7
AF1416;01/04/2024;01/04/2024;1
AF1416;02/04/2024;04/07/2024;234
AF1416;05/04/2024;06/04/2024;56
AF1416;12/04/2024;15/04/2024;156
AF1416;22/04/2024;22/04/2024;1
AF1416;14/04/2024;28/04/2024;7
AF1416;19/04/2024;27/04/2024;56
AF1416;29/04/2024;03/05/2024;15
AF1416;06/05/2024;13/05/2024;156
AF1416;20/05/2024;03/06/2024;1
AF1416;08/06/2024;05/07/2024;156
AF1416;04/05/2024;04/05/2024;6
AF1416;05/05/2024;12/05/2024;7
AF1416;17/05/2024;07/06/2024;56
AF1416;19/05/2024;02/06/2024;7
AF1416;09/06/2024;30/06/2024;7
AF1416;06/07/2024;01/09/2024;134567
AF1416;09/07/2024;27/08/2024;2
AF1416;02/09/2024;26/10/2024;1567
AF1416;03/09/2024;24/10/2024;234
AF1417;30/01/2024;30/03/2024;1234567
AF1417;31/03/2024;07/04/2024;7
AF1417;01/04/2024;01/04/2024;1
AF1417;02/04/2024;04/07/2024;234
AF1417;05/04/2024;06/04/2024;56
AF1417;12/04/2024;15/04/2024;156
AF1417;22/04/2024;22/04/2024;1
AF1417;14/04/2024;28/04/2024;7
AF1417;19/04/2024;27/04/2024;56
AF1417;29/04/2024;03/05/2024;15
AF1417;06/05/2024;13/05/2024;156
AF1417;20/05/2024;03/06/2024;1
AF1417;08/06/2024;05/07/2024;156
AF1417;04/05/2024;04/05/2024;6
AF1417;05/05/2024;12/05/2024;7
AF1417;17/05/2024;07/06/2024;56
AF1417;19/05/2024;02/06/2024;7
AF1417;09/06/2024;30/06/2024;7
AF1417;06/07/2024;01/09/2024;134567
AF1417;09/07/2024;27/08/2024;2
AF1417;02/09/2024;26/10/2024;1567
AF1417;03/09/2024;24/10/2024;234
AF1420;31/03/2024;21/04/2024;7
AF1420;01/04/2024;26/04/2024;135
AF1420;28/04/2024;03/05/2024;123457
AF1420;05/05/2024;13/05/2024;1234567
AF1420;16/05/2024;27/05/2024;14567
AF1420;30/05/2024;06/10/2024;1234567
AF1420;04/05/2024;04/05/2024;6
AF1420;07/10/2024;17/10/2024;12467
AF1420;09/10/2024;23/10/2024;35
AF1420;19/10/2024;26/10/2024;124567
AF1421;31/03/2024;28/04/2024;1357
AF1421;29/04/2024;03/05/2024;12345
AF1421;05/05/2024;13/05/2024;1234567
AF1421;16/05/2024;27/05/2024;14567
AF1421;30/05/2024;26/10/2024;1234567
AF1421;04/05/2024;04/05/2024;6
AF1422;04/02/2024;25/02/2024;7
AF1422;10/03/2024;10/03/2024;7
AF1422;24/03/2024;24/03/2024;7
AF1422;20/02/2024;20/02/2024;2
AF1422;22/02/2024;22/02/2024;4
AF1422;23/02/2024;23/02/2024;5
AF1422;24/02/2024;02/03/2024;6
AF1422;26/02/2024;04/03/2024;1
AF1422;27/02/2024;28/02/2024;23
AF1422;01/03/2024;22/03/2024;5
AF1422;03/03/2024;03/03/2024;7
AF1422;06/03/2024;06/03/2024;3
AF1422;07/03/2024;07/03/2024;4
AF1422;09/03/2024;09/03/2024;6
AF1422;11/03/2024;11/03/2024;1
AF1422;12/03/2024;12/03/2024;2
AF1422;13/03/2024;13/03/2024;3
AF1422;14/03/2024;14/03/2024;4
AF1422;16/03/2024;16/03/2024;6
AF1422;17/03/2024;17/03/2024;7
AF1422;18/03/2024;18/03/2024;1
AF1422;19/03/2024;21/03/2024;24
AF1422;20/03/2024;20/03/2024;3
AF1422;23/03/2024;23/03/2024;6
AF1422;25/03/2024;25/03/2024;1
AF1422;26/03/2024;26/03/2024;2
AF1422;27/03/2024;27/03/2024;3
AF1422;28/03/2024;28/03/2024;4
AF1422;29/03/2024;29/03/2024;5
AF1422;30/03/2024;30/03/2024;6
AF1422;01/04/2024;05/04/2024;12345
AF1422;06/04/2024;06/04/2024;6
AF1422;07/04/2024;07/04/2024;7
AF1422;08/04/2024;08/04/2024;1
AF1422;09/04/2024;09/04/2024;2
AF1422;10/04/2024;10/04/2024;3
AF1422;11/04/2024;11/04/2024;4
AF1422;12/04/2024;12/04/2024;5
AF1422;13/04/2024;27/04/2024;6
AF1422;14/04/2024;28/04/2024;7
AF1422;15/04/2024;15/04/2024;1
AF1422;16/04/2024;16/04/2024;2
AF1422;17/04/2024;17/04/2024;3
AF1422;18/04/2024;18/04/2024;4
AF1422;22/04/2024;22/04/2024;1
AF1422;23/04/2024;26/04/2024;235
AF1422;25/04/2024;25/04/2024;4
AF1422;29/04/2024;29/04/2024;1
AF1422;03/05/2024;08/05/2024;135
AF1422;01/05/2024;01/05/2024;3
AF1422;02/05/2024;02/05/2024;4
AF1422;04/05/2024;11/05/2024;6
AF1422;05/05/2024;12/05/2024;7
AF1422;07/05/2024;07/05/2024;2
AF1422;10/05/2024;10/05/2024;5
AF1422;13/05/2024;15/05/2024;123
AF1422;20/05/2024;27/05/2024;1234
AF1422;03/06/2024;10/06/2024;12345
AF1422;14/06/2024;05/07/2024;15
AF1422;16/05/2024;16/05/2024;4
AF1422;17/05/2024;17/05/2024;5
AF1422;18/05/2024;29/06/2024;6
AF1422;19/05/2024;19/05/2024;7
AF1422;28/05/2024;30/05/2024;24
AF1422;29/05/2024;29/05/2024;3
AF1422;31/05/2024;31/05/2024;5
AF1422;02/06/2024;02/06/2024;7
AF1422;09/06/2024;16/06/2024;7
AF1422;11/06/2024;11/06/2024;2
AF1422;12/06/2024;02/07/2024;234
AF1422;23/06/2024;30/06/2024;7
AF1422;03/07/2024;04/07/2024;34
AF1422;06/07/2024;31/08/2024;6
AF1422;07/07/2024;01/09/2024;7
AF1422;08/07/2024;26/08/2024;1
AF1422;09/07/2024;23/08/2024;2345
AF1422;27/08/2024;25/10/2024;12345
AF1422;07/09/2024;26/10/2024;6
AF1422;08/09/2024;20/10/2024;7
AF1423;04/02/2024;25/02/2024;7
AF1423;10/03/2024;10/03/2024;7
AF1423;24/03/2024;24/03/2024;7
AF1423;20/02/2024;20/02/2024;2
AF1423;22/02/2024;22/02/2024;4
AF1423;23/02/2024;23/02/2024;5
AF1423;24/02/2024;02/03/2024;6
AF1423;26/02/2024;04/03/2024;1
AF1423;27/02/2024;27/02/2024;2
AF1423;28/02/2024;28/02/2024;3
AF1423;01/03/2024;22/03/2024;5
AF1423;03/03/2024;03/03/2024;7
AF1423;06/03/2024;06/03/2024;3
AF1423;07/03/2024;07/03/2024;4
AF1423;09/03/2024;09/03/2024;6
AF1423;11/03/2024;11/03/2024;1
AF1423;12/03/2024;12/03/2024;2
AF1423;13/03/2024;13/03/2024;3
AF1423;14/03/2024;14/03/2024;4
AF1423;16/03/2024;16/03/2024;6
AF1423;17/03/2024;17/03/2024;7
AF1423;18/03/2024;18/03/2024;1
AF1423;19/03/2024;19/03/2024;2
AF1423;20/03/2024;20/03/2024;3
AF1423;21/03/2024;21/03/2024;4
AF1423;23/03/2024;23/03/2024;6
AF1423;25/03/2024;25/03/2024;1
AF1423;26/03/2024;26/03/2024;2
AF1423;27/03/2024;27/03/2024;3
AF1423;28/03/2024;28/03/2024;4
AF1423;29/03/2024;29/03/2024;5
AF1423;30/03/2024;30/03/2024;6
AF1423;01/04/2024;05/04/2024;1345
AF1423;02/04/2024;02/04/2024;2
AF1423;06/04/2024;07/04/2024;67
AF1423;08/04/2024;08/04/2024;1
AF1423;09/04/2024;09/04/2024;2
AF1423;10/04/2024;10/04/2024;3
AF1423;11/04/2024;11/04/2024;4
AF1423;12/04/2024;12/04/2024;5
AF1423;13/04/2024;27/04/2024;67
AF1423;15/04/2024;15/04/2024;1
AF1423;16/04/2024;16/04/2024;2
AF1423;17/04/2024;17/04/2024;3
AF1423;18/04/2024;18/04/2024;4
AF1423;22/04/2024;22/04/2024;1
AF1423;23/04/2024;23/04/2024;2
AF1423;25/04/2024;25/04/2024;4
AF1423;26/04/2024;26/04/2024;5
AF1423;28/04/2024;28/04/2024;7
AF1423;29/04/2024;03/05/2024;15
AF1423;01/05/2024;01/05/2024;3
AF1423;02/05/2024;02/05/2024;4
AF1423;04/05/2024;12/05/2024;67
AF1423;06/05/2024;08/05/2024;13
AF1423;07/05/2024;07/05/2024;2
AF1423;10/05/2024;10/05/2024;5
AF1423;13/05/2024;15/05/2024;123
AF1423;20/05/2024;27/05/2024;1234
AF1423;03/06/2024;10/06/2024;12345
AF1423;14/06/2024;05/07/2024;15
AF1423;16/05/2024;16/05/2024;4
AF1423;17/05/2024;17/05/2024;5
AF1423;18/05/2024;29/06/2024;6
AF1423;19/05/2024;19/05/2024;7
AF1423;28/05/2024;30/05/2024;24
AF1423;29/05/2024;29/05/2024;3
AF1423;31/05/2024;31/05/2024;5
AF1423;02/06/2024;02/06/2024;7
AF1423;09/06/2024;16/06/2024;7
AF1423;11/06/2024;11/06/2024;2
AF1423;12/06/2024;02/07/2024;234
AF1423;23/06/2024;30/06/2024;7
AF1423;03/07/2024;04/07/2024;34
AF1423;06/07/2024;01/09/2024;234567
AF1423;08/07/2024;26/08/2024;1
AF1423;02/09/2024;04/10/2024;12345
AF1423;07/09/2024;26/10/2024;67
AF1423;07/10/2024;17/10/2024;124
AF1423;09/10/2024;23/10/2024;35
AF1423;21/10/2024;25/10/2024;1245
AF1424;27/04/2024;27/04/2024;6
AF1424;11/05/2024;29/06/2024;6
AF1424;01/05/2024;01/05/2024;3
AF1424;04/05/2024;04/05/2024;6
AF1424;08/05/2024;08/05/2024;3
AF1424;06/07/2024;31/08/2024;6
AF1424;07/07/2024;01/09/2024;7
AF1424;08/07/2024;30/08/2024;12345
AF1424;07/09/2024;26/10/2024;6
AF1425;27/04/2024;27/04/2024;6
AF1425;11/05/2024;29/06/2024;6
AF1425;01/05/2024;01/05/2024;3
AF1425;04/05/2024;04/05/2024;6
AF1425;08/05/2024;08/05/2024;3
AF1425;06/07/2024;31/08/2024;6
AF1425;07/07/2024;01/09/2024;7
AF1425;08/07/2024;30/08/2024;12345
AF1425;07/09/2024;26/10/2024;6
AF1426;13/02/2024;22/02/2024;123457
AF1426;23/02/2024;01/03/2024;5
AF1426;24/02/2024;24/02/2024;6
AF1426;25/02/2024;29/02/2024;12347
AF1426;04/03/2024;30/03/2024;123467
AF1426;02/03/2024;02/03/2024;6
AF1426;03/03/2024;03/03/2024;7
AF1426;08/03/2024;29/03/2024;5
AF1426;31/03/2024;31/03/2024;7
AF1426;01/04/2024;01/04/2024;1
AF1426;02/04/2024;02/05/2024;234
AF1426;08/05/2024;23/05/2024;34
AF1426;29/05/2024;04/07/2024;234
AF1426;05/04/2024;05/04/2024;5
AF1426;06/04/2024;06/04/2024;6
AF1426;07/04/2024;07/04/2024;7
AF1426;08/04/2024;13/04/2024;16
AF1426;12/04/2024;12/04/2024;5
AF1426;26/04/2024;26/04/2024;5
AF1426;14/04/2024;14/04/2024;7
AF1426;15/04/2024;15/04/2024;1
AF1426;19/04/2024;19/04/2024;5
AF1426;20/04/2024;20/04/2024;6
AF1426;21/04/2024;22/04/2024;17
AF1426;27/04/2024;27/04/2024;6
AF1426;28/04/2024;28/04/2024;7
AF1426;29/04/2024;29/04/2024;1
AF1426;03/05/2024;06/05/2024;15
AF1426;04/05/2024;05/05/2024;67
AF1426;07/05/2024;07/05/2024;2
AF1426;10/05/2024;10/05/2024;5
AF1426;11/05/2024;29/06/2024;6
AF1426;12/05/2024;12/05/2024;7
AF1426;13/05/2024;17/05/2024;15
AF1426;14/05/2024;21/05/2024;2
AF1426;19/05/2024;26/05/2024;57
AF1426;20/05/2024;20/05/2024;1
AF1426;27/05/2024;27/05/2024;1
AF1426;28/05/2024;28/05/2024;2
AF1426;31/05/2024;03/06/2024;15
AF1426;02/06/2024;02/06/2024;7
AF1426;07/06/2024;05/07/2024;57
AF1426;10/06/2024;01/07/2024;1
AF1426;06/07/2024;31/08/2024;236
AF1426;07/07/2024;22/07/2024;157
AF1426;28/07/2024;01/09/2024;157
AF1426;11/07/2024;18/07/2024;4
AF1426;01/08/2024;29/08/2024;4
AF1426;25/07/2024;25/07/2024;4
AF1426;26/07/2024;26/07/2024;5
AF1426;02/09/2024;26/10/2024;1567
AF1426;03/09/2024;24/10/2024;234
AF1427;13/02/2024;22/02/2024;123457
AF1427;23/02/2024;01/03/2024;5
AF1427;24/02/2024;24/02/2024;6
AF1427;25/02/2024;29/02/2024;12347
AF1427;04/03/2024;30/03/2024;123467
AF1427;02/03/2024;02/03/2024;6
AF1427;03/03/2024;03/03/2024;7
AF1427;08/03/2024;29/03/2024;5
AF1427;31/03/2024;31/03/2024;7
AF1427;01/04/2024;01/04/2024;1
AF1427;02/04/2024;02/05/2024;234
AF1427;08/05/2024;23/05/2024;34
AF1427;29/05/2024;04/07/2024;234
AF1427;05/04/2024;05/04/2024;5
AF1427;06/04/2024;06/04/2024;6
AF1427;07/04/2024;07/04/2024;7
AF1427;08/04/2024;13/04/2024;16
AF1427;12/04/2024;12/04/2024;5
AF1427;26/04/2024;26/04/2024;5
AF1427;14/04/2024;14/04/2024;7
AF1427;15/04/2024;15/04/2024;1
AF1427;19/04/2024;19/04/2024;5
AF1427;20/04/2024;20/04/2024;6
AF1427;21/04/2024;22/04/2024;17
AF1427;27/04/2024;27/04/2024;6
AF1427;28/04/2024;28/04/2024;7
AF1427;29/04/2024;29/04/2024;1
AF1427;03/05/2024;06/05/2024;15
AF1427;04/05/2024;05/05/2024;67
AF1427;07/05/2024;07/05/2024;2
AF1427;10/05/2024;10/05/2024;5
AF1427;11/05/2024;29/06/2024;6
AF1427;12/05/2024;12/05/2024;7
AF1427;13/05/2024;17/05/2024;15
AF1427;14/05/2024;21/05/2024;2
AF1427;19/05/2024;26/05/2024;57
AF1427;20/05/2024;20/05/2024;1
AF1427;27/05/2024;27/05/2024;1
AF1427;28/05/2024;28/05/2024;2
AF1427;31/05/2024;03/06/2024;15
AF1427;02/06/2024;02/06/2024;7
AF1427;07/06/2024;05/07/2024;57
AF1427;10/06/2024;01/07/2024;1
AF1427;06/07/2024;31/08/2024;236
AF1427;07/07/2024;22/07/2024;157
AF1427;28/07/2024;01/09/2024;157
AF1427;11/07/2024;18/07/2024;4
AF1427;01/08/2024;29/08/2024;4
AF1427;25/07/2024;25/07/2024;4
AF1427;26/07/2024;26/07/2024;5
AF1427;02/09/2024;26/10/2024;1567
AF1427;03/09/2024;24/10/2024;234
AF1428;01/02/2024;30/03/2024;123456
AF1428;11/02/2024;24/03/2024;7
AF1428;05/05/2024;12/05/2024;7
AF1428;17/05/2024;17/05/2024;5
AF1428;24/05/2024;24/05/2024;5
AF1428;26/05/2024;26/05/2024;7
AF1428;31/05/2024;31/05/2024;5
AF1428;02/06/2024;02/06/2024;7
AF1428;05/06/2024;03/07/2024;3
AF1428;07/06/2024;07/06/2024;5
AF1428;09/06/2024;30/06/2024;7
AF1428;14/06/2024;21/06/2024;5
AF1428;28/06/2024;05/07/2024;5
AF1428;06/07/2024;31/08/2024;6
AF1428;07/07/2024;01/09/2024;37
AF1428;08/07/2024;26/08/2024;1
AF1428;09/07/2024;27/08/2024;2
AF1428;11/07/2024;29/08/2024;4
AF1428;12/07/2024;30/08/2024;5
AF1428;04/09/2024;23/10/2024;3
AF1428;06/09/2024;25/10/2024;5
AF1428;08/09/2024;20/10/2024;7
AF1429;13/02/2024;30/03/2024;1234567
AF1429;05/05/2024;05/05/2024;7
AF1429;12/05/2024;12/05/2024;7
AF1429;17/05/2024;17/05/2024;5
AF1429;24/05/2024;24/05/2024;5
AF1429;26/05/2024;26/05/2024;7
AF1429;31/05/2024;31/05/2024;5
AF1429;02/06/2024;02/06/2024;7
AF1429;05/06/2024;03/07/2024;3
AF1429;07/06/2024;07/06/2024;5
AF1429;09/06/2024;30/06/2024;7
AF1429;14/06/2024;21/06/2024;5
AF1429;28/06/2024;05/07/2024;5
AF1429;06/07/2024;31/08/2024;6
AF1429;07/07/2024;01/09/2024;237
AF1429;08/07/2024;26/08/2024;1
AF1429;11/07/2024;29/08/2024;4
AF1429;12/07/2024;30/08/2024;5
AF1429;04/09/2024;02/10/2024;3
AF1429;06/09/2024;04/10/2024;5
AF1429;08/09/2024;20/10/2024;7
AF1429;09/10/2024;23/10/2024;3
AF1429;11/10/2024;18/10/2024;5
AF1429;25/10/2024;25/10/2024;5
AF1430;31/03/2024;31/03/2024;7
AF1430;02/04/2024;02/04/2024;2
AF1430;04/04/2024;04/04/2024;4
AF1430;07/04/2024;07/04/2024;7
AF1430;09/04/2024;09/04/2024;2
AF1430;11/04/2024;11/04/2024;4
AF1430;14/04/2024;14/04/2024;7
AF1430;16/04/2024;16/04/2024;2
AF1430;18/04/2024;18/04/2024;4
AF1430;21/04/2024;21/04/2024;7
AF1430;23/04/2024;23/04/2024;2
AF1430;25/04/2024;25/04/2024;4
AF1430;30/04/2024;30/04/2024;2
AF1430;05/05/2024;05/05/2024;7
AF1430;07/05/2024;07/05/2024;2
AF1430;12/05/2024;19/05/2024;7
AF1430;02/06/2024;30/06/2024;7
AF1430;14/05/2024;21/05/2024;2
AF1430;16/05/2024;16/05/2024;4
AF1430;06/06/2024;13/06/2024;4
AF1430;27/06/2024;27/06/2024;4
AF1430;23/05/2024;30/05/2024;4
AF1430;26/05/2024;26/05/2024;7
AF1430;28/05/2024;28/05/2024;2
AF1430;04/06/2024;02/07/2024;2
AF1430;20/06/2024;20/06/2024;4
AF1430;04/07/2024;04/07/2024;4
AF1430;06/07/2024;31/08/2024;6
AF1430;07/07/2024;01/09/2024;7
AF1430;08/07/2024;26/08/2024;1
AF1430;09/07/2024;29/08/2024;24
AF1430;10/07/2024;30/08/2024;35
AF1430;03/09/2024;24/10/2024;24
AF1430;08/09/2024;20/10/2024;7
AF1431;31/03/2024;31/03/2024;7
AF1431;02/04/2024;02/04/2024;2
AF1431;04/04/2024;04/04/2024;4
AF1431;07/04/2024;07/04/2024;7
AF1431;09/04/2024;09/04/2024;2
AF1431;11/04/2024;11/04/2024;4
AF1431;14/04/2024;14/04/2024;7
AF1431;16/04/2024;16/04/2024;2
AF1431;18/04/2024;18/04/2024;4
AF1431;21/04/2024;21/04/2024;7
AF1431;23/04/2024;23/04/2024;2
AF1431;25/04/2024;25/04/2024;4
AF1431;30/04/2024;30/04/2024;2
AF1431;05/05/2024;05/05/2024;7
AF1431;07/05/2024;07/05/2024;2
AF1431;12/05/2024;19/05/2024;7
AF1431;02/06/2024;30/06/2024;7
AF1431;14/05/2024;21/05/2024;2
AF1431;16/05/2024;16/05/2024;4
AF1431;06/06/2024;13/06/2024;4
AF1431;27/06/2024;27/06/2024;4
AF1431;23/05/2024;30/05/2024;4
AF1431;26/05/2024;26/05/2024;7
AF1431;28/05/2024;28/05/2024;2
AF1431;04/06/2024;02/07/2024;2
AF1431;20/06/2024;20/06/2024;4
AF1431;04/07/2024;04/07/2024;4
AF1431;06/07/2024;31/08/2024;6
AF1431;07/07/2024;01/09/2024;7
AF1431;08/07/2024;26/08/2024;1
AF1431;09/07/2024;29/08/2024;24
AF1431;10/07/2024;30/08/2024;35
AF1431;03/09/2024;24/10/2024;24
AF1431;08/09/2024;20/10/2024;7
AF1432;06/07/2024;31/08/2024;6
AF1432;09/07/2024;30/08/2024;25
AF1432;11/07/2024;18/07/2024;4
AF1432;01/08/2024;29/08/2024;4
AF1432;25/07/2024;25/07/2024;4
AF1433;06/07/2024;26/07/2024;256
AF1433;30/07/2024;31/08/2024;256
AF1433;11/07/2024;18/07/2024;4
AF1433;01/08/2024;29/08/2024;4
AF1433;25/07/2024;25/07/2024;4
AF1433;27/07/2024;27/07/2024;6
AF1434;19/02/2024;26/02/2024;1
AF1434;20/02/2024;20/02/2024;2
AF1434;21/02/2024;21/02/2024;3
AF1434;22/02/2024;22/02/2024;4
AF1434;23/02/2024;23/02/2024;5
AF1434;24/02/2024;24/02/2024;6
AF1434;25/02/2024;25/02/2024;7
AF1434;27/02/2024;27/02/2024;2
AF1434;28/02/2024;28/02/2024;3
AF1434;01/03/2024;01/03/2024;5
AF1434;02/03/2024;02/03/2024;6
AF1434;04/03/2024;04/03/2024;1
AF1434;05/03/2024;05/03/2024;2
AF1434;06/03/2024;06/03/2024;3
AF1434;08/03/2024;08/03/2024;5
AF1434;09/03/2024;09/03/2024;6
AF1434;11/03/2024;11/03/2024;1
AF1434;12/03/2024;27/03/2024;23
AF1434;15/03/2024;15/03/2024;5
AF1434;16/03/2024;23/03/2024;6
AF1434;18/03/2024;18/03/2024;1
AF1434;22/03/2024;22/03/2024;5
AF1434;25/03/2024;25/03/2024;1
AF1434;29/03/2024;29/03/2024;5
AF1434;30/03/2024;30/03/2024;6
AF1434;31/03/2024;05/07/2024;1234567
AF1434;06/07/2024;01/09/2024;1234567
AF1434;02/09/2024;26/10/2024;1234567
AF1435;30/01/2024;20/02/2024;23
AF1435;19/02/2024;26/02/2024;1
AF1435;21/02/2024;21/02/2024;3
AF1435;22/02/2024;22/02/2024;4
AF1435;23/02/2024;23/02/2024;5
AF1435;24/02/2024;24/02/2024;6
AF1435;25/02/2024;25/02/2024;7
AF1435;27/02/2024;27/02/2024;2
AF1435;28/02/2024;28/02/2024;3
AF1435;01/03/2024;01/03/2024;5
AF1435;02/03/2024;02/03/2024;6
AF1435;04/03/2024;04/03/2024;1
AF1435;05/03/2024;05/03/2024;2
AF1435;06/03/2024;06/03/2024;3
AF1435;08/03/2024;08/03/2024;5
AF1435;09/03/2024;09/03/2024;6
AF1435;11/03/2024;11/03/2024;1
AF1435;12/03/2024;27/03/2024;23
AF1435;15/03/2024;15/03/2024;5
AF1435;16/03/2024;23/03/2024;6
AF1435;18/03/2024;18/03/2024;1
AF1435;22/03/2024;22/03/2024;5
AF1435;25/03/2024;25/03/2024;1
AF1435;29/03/2024;29/03/2024;5
AF1435;30/03/2024;30/03/2024;6
AF1435;31/03/2024;27/04/2024;267
AF1435;01/04/2024;26/04/2024;1345
AF1435;28/04/2024;05/07/2024;1234567
AF1435;06/07/2024;01/09/2024;1234567
AF1435;02/09/2024;21/10/2024;1
AF1435;03/09/2024;06/10/2024;234567
AF1435;08/10/2024;17/10/2024;2467
AF1435;09/10/2024;23/10/2024;35
AF1435;19/10/2024;26/10/2024;24567
AF1436;31/03/2024;31/03/2024;7
AF1436;01/04/2024;07/04/2024;1237
AF1436;04/04/2024;04/04/2024;4
AF1436;05/04/2024;05/04/2024;5
AF1436;06/04/2024;06/04/2024;6
AF1436;08/04/2024;12/04/2024;15
AF1436;09/04/2024;09/04/2024;2
AF1436;10/04/2024;10/04/2024;3
AF1436;11/04/2024;11/04/2024;4
AF1436;13/04/2024;20/04/2024;6
AF1436;14/04/2024;14/04/2024;7
AF1436;15/04/2024;15/04/2024;1
AF1436;16/04/2024;16/04/2024;2
AF1436;17/04/2024;17/04/2024;3
AF1436;18/04/2024;19/04/2024;45
AF1436;21/04/2024;21/04/2024;7
AF1436;22/04/2024;22/04/2024;1
AF1436;23/04/2024;23/04/2024;2
AF1436;24/04/2024;24/04/2024;3
AF1436;25/04/2024;25/04/2024;4
AF1436;26/04/2024;26/04/2024;5
AF1436;27/04/2024;27/04/2024;6
AF1436;28/04/2024;28/04/2024;7
AF1436;29/04/2024;29/04/2024;1
AF1436;30/04/2024;30/04/2024;2
AF1436;01/05/2024;01/05/2024;3
AF1436;02/05/2024;03/05/2024;45
AF1436;27/05/2024;03/06/2024;1
AF1436;07/06/2024;05/07/2024;12345
AF1436;04/05/2024;04/05/2024;6
AF1436;05/05/2024;05/05/2024;7
AF1436;06/05/2024;06/05/2024;1
AF1436;07/05/2024;12/05/2024;23457
AF1436;11/05/2024;11/05/2024;6
AF1436;13/05/2024;26/05/2024;12347
AF1436;17/05/2024;17/05/2024;5
AF1436;18/05/2024;25/05/2024;6
AF1436;24/05/2024;24/05/2024;5
AF1436;28/05/2024;29/05/2024;23
AF1436;30/05/2024;02/06/2024;457
AF1436;01/06/2024;01/06/2024;6
AF1436;04/06/2024;05/06/2024;23
AF1436;06/06/2024;06/06/2024;4
AF1436;08/06/2024;08/06/2024;6
AF1436;22/06/2024;29/06/2024;6
AF1436;09/06/2024;30/06/2024;7
AF1436;15/06/2024;15/06/2024;6
AF1436;06/07/2024;01/09/2024;1234567
AF1436;02/09/2024;25/10/2024;123457
AF1436;07/09/2024;26/10/2024;6
AF1437;31/03/2024;31/03/2024;7
AF1437;01/04/2024;01/04/2024;1
AF1437;02/04/2024;07/04/2024;237
AF1437;04/04/2024;04/04/2024;4
AF1437;05/04/2024;05/04/2024;5
AF1437;06/04/2024;06/04/2024;6
AF1437;08/04/2024;12/04/2024;15
AF1437;09/04/2024;09/04/2024;2
AF1437;10/04/2024;10/04/2024;3
AF1437;11/04/2024;11/04/2024;4
AF1437;13/04/2024;20/04/2024;6
AF1437;14/04/2024;14/04/2024;7
AF1437;15/04/2024;15/04/2024;1
AF1437;16/04/2024;16/04/2024;2
AF1437;17/04/2024;17/04/2024;3
AF1437;18/04/2024;19/04/2024;45
AF1437;21/04/2024;21/04/2024;7
AF1437;22/04/2024;22/04/2024;1
AF1437;23/04/2024;23/04/2024;2
AF1437;24/04/2024;24/04/2024;3
AF1437;25/04/2024;25/04/2024;4
AF1437;26/04/2024;26/04/2024;5
AF1437;27/04/2024;27/04/2024;6
AF1437;28/04/2024;28/04/2024;7
AF1437;29/04/2024;29/04/2024;1
AF1437;30/04/2024;01/05/2024;23
AF1437;02/05/2024;03/05/2024;45
AF1437;27/05/2024;03/06/2024;1
AF1437;07/06/2024;05/07/2024;12345
AF1437;04/05/2024;11/05/2024;6
AF1437;05/05/2024;05/05/2024;7
AF1437;06/05/2024;06/05/2024;1
AF1437;07/05/2024;12/05/2024;23457
AF1437;13/05/2024;26/05/2024;12347
AF1437;17/05/2024;17/05/2024;5
AF1437;18/05/2024;01/06/2024;6
AF1437;24/05/2024;24/05/2024;5
AF1437;28/05/2024;29/05/2024;23
AF1437;30/05/2024;02/06/2024;457
AF1437;04/06/2024;05/06/2024;23
AF1437;06/06/2024;06/06/2024;4
AF1437;08/06/2024;08/06/2024;6
AF1437;22/06/2024;29/06/2024;6
AF1437;09/06/2024;30/06/2024;7
AF1437;15/06/2024;15/06/2024;6
AF1437;06/07/2024;01/09/2024;1234567
AF1437;02/09/2024;25/10/2024;123457
AF1437;07/09/2024;26/10/2024;6
AF1438;15/02/2024;19/03/2024;24
AF1438;25/02/2024;30/03/2024;67
AF1438;21/03/2024;28/03/2024;4
AF1438;26/03/2024;26/03/2024;2
AF1438;31/03/2024;07/04/2024;27
AF1438;01/04/2024;01/04/2024;1
AF1438;05/04/2024;11/04/2024;145
AF1438;15/04/2024;26/04/2024;145
AF1438;03/04/2024;03/07/2024;3
AF1438;04/04/2024;04/04/2024;4
AF1438;06/04/2024;06/04/2024;6
AF1438;09/04/2024;14/04/2024;27
AF1438;12/04/2024;12/04/2024;5
AF1438;13/04/2024;27/04/2024;6
AF1438;16/04/2024;23/04/2024;27
AF1438;28/04/2024;28/04/2024;7
AF1438;29/04/2024;06/05/2024;124567
AF1438;09/05/2024;18/05/2024;12456
AF1438;20/05/2024;01/06/2024;1456
AF1438;06/06/2024;05/07/2024;1456
AF1438;07/05/2024;12/05/2024;27
AF1438;19/05/2024;02/07/2024;27
