vol;début;fin;frequence
DL 742  ;09/04/2024;02/06/2024;123457
DL 742  ;09/04/2024;02/06/2024;123457
DL 742  ;13/04/2024;01/06/2024;6
DL 742  ;03/06/2024;03/06/2024;1
DL 742  ;04/06/2024;05/06/2024;23
DL 742  ;06/06/2024;06/06/2024;4
DL 742  ;07/06/2024;08/09/2024;2357
DL 742  ;08/06/2024;07/09/2024;6
DL 742  ;10/06/2024;10/06/2024;1
DL 742  ;13/06/2024;13/06/2024;4
DL 742  ;17/06/2024;17/06/2024;1
DL 742  ;20/06/2024;29/08/2024;4
DL 742  ;24/06/2024;26/08/2024;1
DL 742  ;02/09/2024;02/09/2024;1
DL 742  ;05/09/2024;05/09/2024;4
DL 742  ;09/09/2024;23/09/2024;1
DL 742  ;10/09/2024;01/10/2024;2
DL 742  ;11/09/2024;25/09/2024;3
DL 742  ;12/09/2024;12/09/2024;4
DL 742  ;13/09/2024;20/09/2024;5
DL 742  ;14/09/2024;14/09/2024;6
DL 742  ;15/09/2024;06/10/2024;7
DL 742  ;19/09/2024;19/09/2024;4
DL 742  ;21/09/2024;28/09/2024;6
DL 742  ;26/09/2024;26/09/2024;4
DL 742  ;27/09/2024;27/09/2024;5
DL 742  ;30/09/2024;30/09/2024;1
DL 742  ;02/10/2024;02/10/2024;3
DL 742  ;03/10/2024;03/10/2024;4
DL 742  ;04/10/2024;04/10/2024;5
DL 742  ;05/10/2024;05/10/2024;6
DL 742  ;07/10/2024;21/10/2024;1
DL 742  ;08/10/2024;22/10/2024;2
DL 742  ;09/10/2024;09/10/2024;3
DL 742  ;10/10/2024;10/10/2024;4
DL 742  ;11/10/2024;25/10/2024;5
DL 742  ;12/10/2024;12/10/2024;6
DL 742  ;13/10/2024;20/10/2024;7
DL 742  ;16/10/2024;23/10/2024;3
DL 742  ;17/10/2024;24/10/2024;4
DL 742  ;19/10/2024;19/10/2024;6
DL 742  ;26/10/2024;26/10/2024;6
DL 2111 ;09/09/2024;23/09/2024;1
DL 2111 ;10/09/2024;21/09/2024;246
DL 2111 ;11/09/2024;25/09/2024;37
DL 2111 ;13/09/2024;27/09/2024;5
DL 2111 ;24/09/2024;28/09/2024;246
DL 2111 ;29/09/2024;02/10/2024;37
DL 2111 ;30/09/2024;26/10/2024;1246
DL 2111 ;04/10/2024;25/10/2024;57
DL 2111 ;09/10/2024;23/10/2024;3
AF 1226 ;12/02/2024;29/03/2024;135
AF 1226 ;15/02/2024;18/02/2024;467
AF 1226 ;24/02/2024;17/03/2024;467
AF 1226 ;27/02/2024;19/03/2024;2
AF 1226 ;21/03/2024;28/03/2024;4
AF 1226 ;23/03/2024;30/03/2024;67
AF 1226 ;31/03/2024;27/04/2024;267
AF 1226 ;01/04/2024;26/04/2024;15
AF 1226 ;03/04/2024;03/04/2024;3
AF 1226 ;04/04/2024;04/04/2024;4
AF 1226 ;10/04/2024;18/04/2024;34
AF 1226 ;24/04/2024;24/04/2024;3
AF 1226 ;25/04/2024;02/05/2024;4
AF 1226 ;28/04/2024;24/05/2024;12567
AF 1226 ;01/05/2024;01/05/2024;3
AF 1226 ;08/05/2024;08/05/2024;3
AF 1226 ;09/05/2024;09/05/2024;4
AF 1226 ;15/05/2024;22/05/2024;34
AF 1226 ;23/05/2024;30/05/2024;4
AF 1226 ;25/05/2024;25/05/2024;6
AF 1226 ;26/05/2024;06/07/2024;12567
AF 1226 ;29/05/2024;29/05/2024;3
AF 1226 ;06/06/2024;04/07/2024;34
AF 1226 ;07/07/2024;24/07/2024;357
AF 1226 ;08/07/2024;23/07/2024;124
AF 1226 ;13/07/2024;31/08/2024;6
AF 1226 ;25/07/2024;25/07/2024;4
AF 1226 ;26/07/2024;26/07/2024;5
AF 1226 ;28/07/2024;01/09/2024;357
AF 1226 ;29/07/2024;29/08/2024;124
AF 1226 ;02/09/2024;06/10/2024;12567
AF 1226 ;04/09/2024;03/10/2024;34
AF 1226 ;07/10/2024;15/10/2024;1267
AF 1226 ;09/10/2024;23/10/2024;3
AF 1226 ;10/10/2024;24/10/2024;4
AF 1226 ;11/10/2024;18/10/2024;5
AF 1226 ;19/10/2024;26/10/2024;12567
AF 7332 ;06/04/2024;06/04/2024;6
AF 7332 ;13/04/2024;13/04/2024;6
AF 7332 ;20/04/2024;29/06/2024;6
AF 7332 ;06/07/2024;31/08/2024;6
AF 7332 ;07/07/2024;01/09/2024;7
AF 7332 ;07/09/2024;26/10/2024;6
AF 120M ;28/01/2024;29/02/2024;12347
AF 120M ;04/03/2024;30/03/2025;12347
AF 360Y ;12/02/2024;12/02/2024;1
AF 360Y ;16/02/2024;16/02/2024;5
AF 7492 ;29/01/2024;29/03/2024;123457
AF 7492 ;31/03/2024;23/04/2024;27
AF 7492 ;01/04/2024;15/04/2024;1
AF 7492 ;03/04/2024;24/04/2024;35
AF 7492 ;04/04/2024;02/05/2024;4
AF 7492 ;22/04/2024;29/04/2024;1
AF 7492 ;26/04/2024;26/04/2024;5
AF 7492 ;28/04/2024;28/04/2024;7
AF 7492 ;30/04/2024;08/05/2024;2357
AF 7492 ;06/05/2024;01/07/2024;1
AF 7492 ;12/05/2024;05/07/2024;2357
AF 7492 ;16/05/2024;04/07/2024;4
AF 7492 ;02/09/2024;21/10/2024;1
AF 7492 ;03/09/2024;06/10/2024;2357
AF 7492 ;05/09/2024;24/10/2024;4
AF 7492 ;08/10/2024;20/10/2024;27
AF 7492 ;09/10/2024;23/10/2024;35
AF 7492 ;22/10/2024;25/10/2024;25
AF 1386 ;26/07/2024;26/07/2024;5
AF 6915 ;02/02/2024;02/02/2024;5
AF 9406 ;27/02/2024;27/02/2024;2
AF 9406 ;28/02/2024;28/02/2024;3
AF 9406 ;01/03/2024;01/03/2024;5
AF 9406 ;26/04/2024;28/04/2024;57
AF 9406 ;10/05/2024;10/05/2024;5
AF 9406 ;06/07/2024;07/07/2024;67
AF 9406 ;08/07/2024;10/07/2024;123
AF 9406 ;11/07/2024;12/07/2024;45
AF 9406 ;13/07/2024;13/07/2024;6
AF 9406 ;14/07/2024;14/07/2024;7
AF 9406 ;15/07/2024;19/07/2024;12345
AF 9406 ;20/07/2024;21/07/2024;67
AF 9406 ;22/07/2024;23/07/2024;12
AF 9406 ;24/07/2024;26/07/2024;345
AF 9406 ;27/07/2024;03/08/2024;6
AF 9406 ;28/07/2024;04/08/2024;7
AF 9406 ;29/07/2024;01/08/2024;124
AF 9406 ;31/07/2024;07/08/2024;1235
AF 9406 ;08/08/2024;30/08/2024;45
AF 9406 ;10/08/2024;01/09/2024;67
AF 9406 ;12/08/2024;28/08/2024;123
AF 376Y ;25/02/2024;25/02/2024;7
AF 185  ;28/01/2024;23/03/2024;1234567
AF 185  ;24/03/2024;29/03/2024;123457
AF 185  ;30/03/2024;30/03/2024;6
AF 185  ;31/03/2024;05/05/2024;1234567
AF 185  ;06/05/2024;06/05/2024;1
AF 185  ;07/05/2024;25/10/2024;1234567
AF 185  ;26/10/2024;26/10/2024;6
DL 3928 ;08/01/2024;21/02/2024;13
DL 3928 ;09/01/2024;20/02/2024;256
DL 3928 ;11/01/2024;25/02/2024;47
DL 3928 ;23/02/2024;09/03/2024;12356
DL 3928 ;29/02/2024;07/03/2024;47
DL 3928 ;11/03/2024;29/03/2024;12356
DL 3928 ;14/03/2024;28/03/2024;4
DL 3928 ;30/03/2024;30/03/2024;6
DL 3928 ;01/04/2024;06/04/2024;1246
DL 3928 ;03/04/2024;05/04/2024;35
DL 3928 ;08/04/2024;03/06/2024;1
DL 3928 ;09/04/2024;06/06/2024;246
DL 3928 ;10/04/2024;05/06/2024;35
AF 263D ;02/02/2024;02/02/2024;5
AF 263D ;09/02/2024;09/02/2024;5
AF 263D ;13/02/2024;13/02/2024;2
AF 263D ;14/02/2024;14/02/2024;3
AF 263D ;15/02/2024;15/02/2024;4
AF 263D ;16/02/2024;16/02/2024;5
AF 263D ;20/02/2024;20/02/2024;2
AF 263D ;21/02/2024;21/02/2024;3
DL 321  ;06/05/2024;06/05/2024;1
KL 8662 ;22/01/2024;21/09/2691;12345
AF 279D ;17/02/2024;17/02/2024;6
DL 337  ;14/01/2024;17/02/2024;1234567
DL 337  ;18/02/2024;06/03/2024;1234567
DL 337  ;07/03/2024;07/03/2024;4
DL 337  ;08/03/2024;09/03/2024;56
DL 337  ;10/03/2024;10/03/2024;7
DL 337  ;11/03/2024;29/03/2024;123457
DL 337  ;16/03/2024;23/03/2024;6
DL 337  ;30/03/2024;30/03/2024;6
DL 337  ;31/03/2024;31/03/2024;7
DL 337  ;01/04/2024;04/04/2024;124
DL 337  ;03/04/2024;05/04/2024;35
DL 337  ;06/04/2024;06/04/2024;6
DL 337  ;07/04/2024;07/04/2024;7
DL 337  ;08/04/2024;08/04/2024;1
DL 337  ;09/04/2024;02/05/2024;234
DL 337  ;12/04/2024;03/05/2024;5
DL 337  ;13/04/2024;04/05/2024;6
DL 337  ;14/04/2024;05/05/2024;7
DL 337  ;15/04/2024;29/04/2024;1
DL 337  ;06/05/2024;06/05/2024;1
DL 337  ;07/05/2024;21/05/2024;24
DL 337  ;08/05/2024;08/05/2024;3
DL 337  ;10/05/2024;17/05/2024;5
DL 337  ;11/05/2024;18/05/2024;6
DL 337  ;12/05/2024;26/05/2024;7
DL 337  ;13/05/2024;20/05/2024;1
DL 337  ;15/05/2024;22/05/2024;3
DL 337  ;23/05/2024;30/05/2024;24
DL 337  ;24/05/2024;24/05/2024;5
DL 337  ;25/05/2024;25/05/2024;6
DL 337  ;27/05/2024;27/05/2024;1
DL 337  ;29/05/2024;29/05/2024;3
DL 337  ;31/05/2024;31/05/2024;5
DL 337  ;01/06/2024;01/06/2024;6
DL 337  ;02/06/2024;02/06/2024;7
DL 337  ;03/06/2024;03/06/2024;1
DL 337  ;04/06/2024;06/06/2024;24
DL 337  ;05/06/2024;05/06/2024;3
DL 337  ;07/06/2024;10/06/2024;15
DL 337  ;08/06/2024;29/06/2024;6
DL 337  ;09/06/2024;09/06/2024;7
DL 337  ;09/06/2024;12/06/2024;37
DL 337  ;11/06/2024;11/06/2024;2
DL 337  ;12/06/2024;12/06/2024;3
DL 337  ;13/06/2024;27/06/2024;4
DL 337  ;14/06/2024;01/07/2024;15
DL 337  ;14/06/2024;01/07/2024;1357
DL 337  ;16/06/2024;30/06/2024;7
DL 337  ;18/06/2024;25/06/2024;2
DL 337  ;19/06/2024;26/06/2024;3
DL 337  ;02/07/2024;13/08/2024;246
DL 337  ;03/07/2024;31/07/2024;3
DL 337  ;05/07/2024;05/07/2024;5
DL 337  ;05/07/2024;05/07/2024;5
DL 337  ;07/07/2024;27/10/2024;7
DL 337  ;07/07/2024;02/03/2025;7
DL 337  ;08/07/2024;29/07/2024;1
DL 337  ;12/07/2024;26/07/2024;5
DL 337  ;02/08/2024;30/08/2024;5
DL 337  ;05/08/2024;04/09/2024;13
DL 337  ;15/08/2024;31/10/2024;4
DL 337  ;17/08/2024;02/11/2024;26
DL 337  ;06/09/2024;06/09/2024;5
DL 337  ;09/09/2024;28/10/2024;1
DL 337  ;11/09/2024;30/10/2024;3
DL 337  ;13/09/2024;01/11/2024;5
KL 915  ;09/02/2024;16/02/2024;5
DL 730  ;11/03/2024;11/03/2024;1
DL 730  ;12/03/2024;19/03/2024;2
DL 730  ;15/03/2024;22/03/2024;5
DL 730  ;16/03/2024;23/03/2024;6
DL 730  ;18/03/2024;18/03/2024;1
DL 730  ;25/03/2024;25/03/2024;1
DL 730  ;26/03/2024;26/03/2024;2
DL 730  ;29/03/2024;29/03/2024;5
DL 730  ;30/03/2024;30/03/2024;6
DL 730  ;01/04/2024;01/04/2024;1
DL 730  ;02/04/2024;02/04/2024;2
DL 730  ;05/04/2024;05/04/2024;5
DL 730  ;06/04/2024;06/04/2024;6
DL 730  ;08/04/2024;08/04/2024;1
AF 1106 ;07/02/2024;15/02/2024;12347
AF 1106 ;16/02/2024;16/02/2024;5
AF 1106 ;17/02/2024;30/03/2024;1234567
AF 1106 ;31/03/2024;31/03/2024;7
AF 1106 ;01/04/2024;01/04/2024;1
AF 1106 ;02/04/2024;07/04/2024;234567
AF 1106 ;08/04/2024;08/04/2024;1
AF 1106 ;13/04/2024;27/04/2024;6
AF 1106 ;14/04/2024;17/04/2024;237
AF 1106 ;15/04/2024;22/04/2024;1
AF 1106 ;18/04/2024;18/04/2024;4
AF 1106 ;19/04/2024;26/04/2024;23457
AF 1106 ;28/04/2024;12/05/2024;7
AF 1106 ;29/04/2024;29/04/2024;1
AF 1106 ;30/04/2024;30/04/2024;2
AF 1106 ;01/05/2024;01/05/2024;3
AF 1106 ;02/05/2024;08/05/2024;2345
AF 1106 ;04/05/2024;29/06/2024;6
AF 1106 ;06/05/2024;06/05/2024;1
AF 1106 ;09/05/2024;10/05/2024;45
AF 1106 ;13/05/2024;13/05/2024;1
AF 1106 ;14/05/2024;17/05/2024;2345
AF 1106 ;19/05/2024;19/05/2024;7
AF 1106 ;20/05/2024;20/05/2024;1
AF 1106 ;21/05/2024;24/05/2024;2345
AF 1106 ;26/05/2024;30/06/2024;7
AF 1106 ;27/05/2024;27/05/2024;1
AF 1106 ;28/05/2024;07/06/2024;12345
AF 1106 ;10/06/2024;01/07/2024;1
AF 1106 ;11/06/2024;05/07/2024;2345
AF 1106 ;06/07/2024;31/08/2024;6
AF 1106 ;07/07/2024;01/09/2024;7
AF 1106 ;08/07/2024;30/08/2024;12345
AF 1106 ;02/09/2024;25/10/2024;12345
AF 1106 ;07/09/2024;26/10/2024;6
AF 1106 ;08/09/2024;20/10/2024;7
AF 1266 ;29/01/2024;18/02/2024;1234567
AF 1266 ;19/02/2024;19/02/2024;1
AF 1266 ;20/02/2024;30/03/2024;1234567
AF 1266 ;31/03/2024;09/04/2024;1234567
AF 1266 ;10/04/2024;17/04/2024;3
AF 1266 ;11/04/2024;23/04/2024;124567
AF 1266 ;24/04/2024;24/04/2024;3
AF 1266 ;25/04/2024;05/05/2024;1234567
AF 1266 ;06/05/2024;07/05/2024;12
AF 1266 ;08/05/2024;26/05/2024;34567
AF 1266 ;13/05/2024;28/05/2024;12
AF 1266 ;29/05/2024;26/10/2024;1234567
DL 1734 ;02/01/2024;08/03/2024;12345
DL 1734 ;14/01/2024;25/02/2024;7
DL 1734 ;11/03/2024;25/10/2024;12345
AF 364Y ;19/02/2024;19/02/2024;1
AF 364Y ;05/04/2024;05/04/2024;5
AF 775B ;09/02/2024;09/02/2024;5
AF 775B ;13/02/2024;13/02/2024;2
AF 775B ;16/02/2024;16/02/2024;5
AF 775B ;20/02/2024;20/02/2024;2
AF 775B ;23/02/2024;23/02/2024;5
AF 775B ;27/02/2024;27/02/2024;2
AF 775B ;01/03/2024;01/03/2024;5
AF 775B ;05/03/2024;05/03/2024;2
AF 775B ;08/03/2024;08/03/2024;5
AF 775B ;12/03/2024;12/03/2024;2
AF 775B ;15/03/2024;15/03/2024;5
AF 775B ;19/03/2024;19/03/2024;2
AF 775B ;22/03/2024;22/03/2024;5
AF 775B ;26/03/2024;26/03/2024;2
AF 775B ;29/03/2024;29/03/2024;5
AF 775B ;01/04/2024;21/10/2024;16
AF 775B ;26/10/2024;26/10/2024;6
AF 6955 ;12/02/2024;12/02/2024;1
AF 6955 ;15/02/2024;15/02/2024;4
AF 6955 ;16/02/2024;16/02/2024;5
AF 173  ;31/03/2024;25/05/2024;1234567
AF 173  ;26/05/2024;01/06/2024;1234567
AF 173  ;03/06/2024;29/06/2024;1234567
AF 173  ;30/06/2024;28/07/2024;1234567
AF 173  ;29/07/2024;25/10/2024;1234567
AF 173  ;26/10/2024;26/10/2024;6
AF 6224 ;16/02/2024;16/02/2024;5
AF 6224 ;17/02/2024;17/02/2024;6
AF 6224 ;18/02/2024;18/02/2024;7
AF 6224 ;19/02/2024;19/02/2024;1
AF 6224 ;20/02/2024;20/02/2024;2
AF 6224 ;21/02/2024;21/02/2024;3
AF 6224 ;22/02/2024;22/02/2024;4
AF 6224 ;23/02/2024;23/02/2024;5
AF 6224 ;24/02/2024;24/02/2024;6
AF 6224 ;25/02/2024;25/02/2024;7
AF 6224 ;26/02/2024;26/02/2024;1
AF 6224 ;27/02/2024;27/02/2024;2
AF 6224 ;28/02/2024;28/02/2024;3
AF 6224 ;01/03/2024;01/03/2024;5
AF 6224 ;02/03/2024;02/03/2024;6
AF 6224 ;03/03/2024;03/03/2024;7
AF 6224 ;08/03/2024;08/03/2024;5
AF 6224 ;09/03/2024;09/03/2024;6
AF 6224 ;10/03/2024;10/03/2024;7
AF 6224 ;11/03/2024;11/03/2024;1
AF 6224 ;12/03/2024;12/03/2024;2
AF 6224 ;13/03/2024;13/03/2024;3
AF 6224 ;14/03/2024;23/03/2024;46
AF 6224 ;15/03/2024;15/03/2024;5
AF 6224 ;17/03/2024;17/03/2024;7
AF 6224 ;18/03/2024;18/03/2024;1
AF 6224 ;19/03/2024;19/03/2024;2
AF 6224 ;20/03/2024;20/03/2024;3
AF 6224 ;22/03/2024;22/03/2024;5
AF 6224 ;24/03/2024;24/03/2024;7
AF 6224 ;25/03/2024;25/03/2024;1
AF 6224 ;26/03/2024;27/03/2024;23
AF 6224 ;28/03/2024;30/03/2024;46
AF 6224 ;29/03/2024;29/03/2024;5
AF 6224 ;31/03/2024;31/03/2024;7
AF 6224 ;05/04/2024;05/04/2024;5
AF 6224 ;07/04/2024;07/04/2024;7
AF 6224 ;12/04/2024;17/05/2024;5
AF 6224 ;14/04/2024;05/05/2024;7
AF 6224 ;12/05/2024;12/05/2024;7
AF 6224 ;19/05/2024;07/07/2024;7
AF 6224 ;24/05/2024;25/10/2024;5
AF 6224 ;11/08/2024;20/10/2024;7
KL 1230 ;06/02/2024;12/02/2024;1234567
KL 1230 ;13/02/2024;19/02/2024;123456
KL 1230 ;18/02/2024;18/02/2024;7
KL 1230 ;20/02/2024;26/02/2024;1234567
KL 1230 ;27/02/2024;04/03/2024;1234567
KL 1230 ;05/03/2024;11/03/2024;1234567
KL 1230 ;12/03/2024;18/03/2024;1234567
KL 1230 ;19/03/2024;25/03/2024;1234567
KL 1230 ;26/03/2024;30/03/2024;23456
AF 251D ;17/02/2024;17/02/2024;6
AF 1717 ;29/01/2024;12/02/2024;1
AF 1717 ;07/02/2024;07/02/2024;3
AF 1717 ;08/02/2024;08/02/2024;4
AF 1717 ;13/02/2024;13/02/2024;2
AF 1717 ;14/02/2024;14/02/2024;3
AF 1717 ;15/02/2024;15/02/2024;4
AF 1717 ;16/02/2024;16/02/2024;5
AF 1717 ;17/02/2024;17/02/2024;6
AF 1717 ;18/02/2024;18/02/2024;7
AF 1717 ;19/02/2024;19/02/2024;1
AF 1717 ;20/02/2024;20/02/2024;2
AF 1717 ;21/02/2024;28/02/2024;3
AF 1717 ;22/02/2024;29/02/2024;4
AF 1717 ;23/02/2024;01/03/2024;5
AF 1717 ;24/02/2024;24/02/2024;6
AF 1717 ;25/02/2024;25/02/2024;7
AF 1717 ;27/02/2024;27/02/2024;2
AF 1717 ;03/03/2024;03/03/2024;7
AF 1717 ;04/03/2024;04/03/2024;1
AF 1717 ;05/03/2024;05/03/2024;2
AF 1717 ;06/03/2024;08/03/2024;35
AF 1717 ;07/03/2024;07/03/2024;4
AF 1717 ;09/03/2024;09/03/2024;6
AF 1717 ;10/03/2024;10/03/2024;7
AF 1717 ;11/03/2024;11/03/2024;1
AF 1717 ;12/03/2024;26/03/2024;2
AF 1717 ;13/03/2024;13/03/2024;3
AF 1717 ;14/03/2024;14/03/2024;4
AF 1717 ;15/03/2024;15/03/2024;5
AF 1717 ;16/03/2024;30/03/2024;6
AF 1717 ;17/03/2024;17/03/2024;7
AF 1717 ;18/03/2024;25/03/2024;1
AF 1717 ;20/03/2024;29/03/2024;35
AF 1717 ;21/03/2024;28/03/2024;4
AF 1717 ;24/03/2024;24/03/2024;7
AF 660D ;10/02/2024;10/02/2024;6
AF 660D ;12/02/2024;12/02/2024;1
AF 660D ;13/02/2024;13/02/2024;2
AF 660D ;17/02/2024;17/02/2024;6
AF 660D ;19/02/2024;19/02/2024;1
AF 267D ;10/02/2024;10/02/2024;6
AF 267D ;17/02/2024;17/02/2024;6
DL 325  ;28/01/2024;25/02/2024;7
DL 325  ;29/01/2024;07/03/2024;134
DL 325  ;30/01/2024;01/03/2024;25
DL 325  ;03/02/2024;02/03/2024;6
DL 325  ;03/03/2024;03/03/2024;7
DL 325  ;05/03/2024;08/03/2024;25
DL 325  ;09/03/2024;09/03/2024;6
DL 325  ;10/03/2024;24/03/2024;7
DL 325  ;11/03/2024;27/03/2024;13
DL 325  ;12/03/2024;29/03/2024;25
DL 325  ;14/03/2024;30/03/2024;46
DL 325  ;31/03/2024;31/03/2024;7
DL 325  ;01/04/2024;01/04/2024;1
DL 325  ;02/04/2024;05/04/2024;235
DL 325  ;04/04/2024;06/04/2024;46
DL 325  ;07/04/2024;07/04/2024;7
DL 325  ;08/04/2024;21/10/2024;1
DL 325  ;09/04/2024;16/04/2024;234567
DL 325  ;17/04/2024;17/04/2024;3
DL 325  ;18/04/2024;26/10/2024;234567
AF 1877 ;01/04/2024;01/04/2024;1
AF 1877 ;06/04/2024;06/04/2024;6
AF 1877 ;08/04/2024;22/04/2024;1
AF 1877 ;13/04/2024;20/04/2024;6
AF 1877 ;27/04/2024;04/05/2024;16
AF 1877 ;06/05/2024;06/05/2024;1
AF 1877 ;11/05/2024;18/05/2024;6
AF 1877 ;13/05/2024;20/05/2024;1
AF 1877 ;25/05/2024;27/05/2024;16
AF 1877 ;01/06/2024;01/06/2024;6
AF 1877 ;03/06/2024;03/06/2024;1
AF 1877 ;08/06/2024;01/07/2024;16
AF 1877 ;02/09/2024;26/10/2024;16
2C 9001M;30/10/2023;30/03/2024;123456
CA 848  ;03/11/2023;29/03/2024;5
DL 2031 ;10/03/2024;10/03/2024;7
DL 2031 ;11/03/2024;15/03/2024;12345
DL 2031 ;17/03/2024;17/03/2024;7
DL 2031 ;18/03/2024;21/03/2024;1234
DL 2031 ;22/03/2024;22/03/2024;5
DL 2031 ;24/03/2024;24/03/2024;7
DL 2031 ;25/03/2024;29/03/2024;135
DL 2031 ;26/03/2024;28/03/2024;24
DL 2031 ;31/03/2024;07/04/2024;123457
DL 2031 ;08/04/2024;08/04/2024;1
DL 2031 ;09/04/2024;10/04/2024;23
DL 2031 ;11/04/2024;05/05/2024;12347
DL 2031 ;12/04/2024;03/05/2024;5
DL 2031 ;13/04/2024;04/05/2024;6
DL 2031 ;06/05/2024;06/05/2024;1
DL 2031 ;07/05/2024;09/05/2024;234
DL 2031 ;10/05/2024;10/05/2024;5
DL 2031 ;12/05/2024;12/05/2024;7
DL 2031 ;13/05/2024;13/05/2024;1
DL 2031 ;14/05/2024;06/06/2024;1234
DL 2031 ;17/05/2024;31/05/2024;5
DL 2031 ;19/05/2024;02/06/2024;7
DL 2031 ;07/06/2024;14/06/2024;5
DL 2031 ;08/06/2024;15/06/2024;6
DL 2031 ;09/06/2024;19/06/2024;12347
DL 2031 ;20/06/2024;18/08/2024;12347
DL 2031 ;21/06/2024;16/08/2024;5
DL 2031 ;22/06/2024;17/08/2024;6
DL 2031 ;19/08/2024;08/09/2024;12347
DL 2031 ;23/08/2024;06/09/2024;5
DL 2031 ;24/08/2024;07/09/2024;6
DL 2031 ;09/09/2024;01/11/2024;123457
DL 2031 ;14/09/2024;02/11/2024;6
AF 1146 ;30/01/2024;01/03/2024;12345
AF 1146 ;03/02/2024;24/02/2024;6
AF 1146 ;11/02/2024;11/02/2024;7
AF 1146 ;18/02/2024;18/02/2024;7
AF 1146 ;25/02/2024;25/02/2024;7
AF 1146 ;02/03/2024;02/03/2024;6
AF 1146 ;03/03/2024;03/03/2024;7
AF 1146 ;05/03/2024;29/03/2024;245
AF 1146 ;09/03/2024;23/03/2024;67
AF 1146 ;24/03/2024;24/03/2024;7
AF 1146 ;30/03/2024;30/03/2024;6
AF 1146 ;31/03/2024;05/07/2024;1234567
AF 1146 ;06/07/2024;24/07/2024;1234567
AF 1146 ;25/07/2024;27/07/2024;46
AF 1146 ;26/07/2024;26/07/2024;5
AF 1146 ;28/07/2024;01/09/2024;1234567
AF 1146 ;02/09/2024;26/10/2024;1234567
KL 1448 ;29/02/2024;28/03/2024;4
AF 521M ;02/02/2024;16/02/2024;25
AF 521M ;23/02/2024;28/03/2025;25
AF 601Z ;11/09/2023;31/03/2025;12345
AF 6104 ;15/02/2024;15/02/2024;4
AF 6104 ;16/02/2024;16/02/2024;5
AF 6104 ;04/03/2024;04/03/2024;1
AF 6104 ;05/03/2024;05/03/2024;2
AF 6104 ;06/03/2024;06/03/2024;3
AF 6104 ;07/03/2024;07/03/2024;4
AF 6104 ;08/03/2024;08/03/2024;5
AF 6104 ;11/03/2024;11/03/2024;1
AF 6104 ;12/03/2024;12/03/2024;2
AF 6104 ;13/03/2024;13/03/2024;3
AF 6104 ;14/03/2024;14/03/2024;4
AF 6104 ;15/03/2024;15/03/2024;5
AF 6104 ;18/03/2024;18/03/2024;1
AF 6104 ;19/03/2024;19/03/2024;2
AF 6104 ;20/03/2024;20/03/2024;3
AF 6104 ;21/03/2024;21/03/2024;4
AF 6104 ;22/03/2024;22/03/2024;5
AF 6104 ;25/03/2024;25/03/2024;1
AF 6104 ;26/03/2024;26/03/2024;2
AF 6104 ;27/03/2024;27/03/2024;3
AF 6104 ;28/03/2024;28/03/2024;4
AF 6104 ;29/03/2024;29/03/2024;5
AF 6104 ;31/03/2024;31/03/2024;7
AF 6104 ;01/04/2024;08/04/2024;1
AF 6104 ;02/04/2024;16/04/2024;2
AF 6104 ;03/04/2024;31/07/2024;3
AF 6104 ;04/04/2024;01/08/2024;4
AF 6104 ;05/04/2024;05/04/2024;5
AF 6104 ;06/04/2024;03/08/2024;6
AF 6104 ;07/04/2024;07/04/2024;7
AF 6104 ;12/04/2024;14/04/2024;57
AF 6104 ;15/04/2024;15/04/2024;1
AF 6104 ;19/04/2024;19/04/2024;5
AF 6104 ;21/04/2024;03/05/2024;57
AF 6104 ;22/04/2024;29/04/2024;1
AF 6104 ;23/04/2024;23/04/2024;2
AF 6104 ;30/04/2024;30/04/2024;2
AF 6104 ;05/05/2024;05/05/2024;7
AF 6104 ;06/05/2024;06/05/2024;1
AF 6104 ;07/05/2024;30/07/2024;2
AF 6104 ;10/05/2024;12/05/2024;57
AF 6104 ;13/05/2024;29/07/2024;1
AF 6104 ;17/05/2024;12/07/2024;57
AF 6104 ;19/07/2024;02/08/2024;5
AF 6104 ;11/08/2024;25/08/2024;7
AF 6104 ;01/09/2024;25/10/2024;57
AF 6104 ;02/09/2024;21/10/2024;1
AF 6104 ;03/09/2024;22/10/2024;2
AF 6104 ;04/09/2024;23/10/2024;3
AF 6104 ;05/09/2024;24/10/2024;4
AF 6104 ;07/09/2024;26/10/2024;6
DL 1043 ;29/01/2024;09/03/2024;1234567
DL 1043 ;10/03/2024;10/03/2024;7
DL 1043 ;11/03/2024;11/03/2024;1
DL 1043 ;12/03/2024;12/03/2024;2
DL 1043 ;13/03/2024;13/03/2024;3
DL 1043 ;14/03/2024;14/03/2024;4
DL 1043 ;15/03/2024;15/03/2024;5
DL 1043 ;16/03/2024;16/03/2024;6
DL 1043 ;17/03/2024;17/03/2024;7
DL 1043 ;18/03/2024;18/03/2024;1
DL 1043 ;19/03/2024;19/03/2024;2
DL 1043 ;20/03/2024;20/03/2024;3
DL 1043 ;21/03/2024;21/03/2024;4
DL 1043 ;22/03/2024;22/03/2024;5
DL 1043 ;23/03/2024;30/03/2024;6
DL 1043 ;24/03/2024;24/03/2024;7
DL 1043 ;25/03/2024;25/03/2024;1
DL 1043 ;26/03/2024;26/03/2024;2
DL 1043 ;27/03/2024;27/03/2024;3
DL 1043 ;28/03/2024;28/03/2024;4
