vol;deb;fin;frequence
AF1440;15/04/2024;19/04/2024;135
AF1440;24/04/2024;26/04/2024;35
AF1440;11/04/2024;27/04/2024;467
AF1440;28/04/2024;28/04/2024;7
AF1440;31/03/2024;06/04/2024;467
AF1440;07/04/2024;07/04/2024;7
AF1440;02/04/2024;23/04/2024;2
AF1440;04/05/2024;11/05/2024;6
AF1440;01/05/2024;01/05/2024;3
AF1440;02/05/2024;12/05/2024;47
AF1440;29/04/2024;30/04/2024;12
AF1440;03/05/2024;05/07/2024;1235
AF1440;16/05/2024;04/07/2024;47
AF1440;18/05/2024;29/06/2024;6
AF1440;12/07/2024;30/08/2024;5
AF1440;07/07/2024;01/09/2024;12347
AF1440;06/07/2024;31/08/2024;6
AF1440;02/09/2024;04/10/2024;1235
AF1440;05/09/2024;24/10/2024;47
AF1440;07/09/2024;26/10/2024;6
AF1440;07/10/2024;15/10/2024;12
AF1440;21/10/2024;25/10/2024;125
AF1440;09/10/2024;23/10/2024;35
AF1441;10/04/2024;12/04/2024;35
AF1441;22/04/2024;22/04/2024;1
AF1441;28/04/2024;28/04/2024;7
AF1441;11/04/2024;27/04/2024;467
AF1441;31/03/2024;06/04/2024;467
AF1441;07/04/2024;07/04/2024;7
AF1441;01/05/2024;01/05/2024;3
AF1441;02/05/2024;12/05/2024;467
AF1441;01/04/2024;09/04/2024;1235
AF1441;16/05/2024;04/07/2024;467
AF1441;15/04/2024;19/04/2024;1235
AF1441;23/04/2024;30/04/2024;1235
AF1441;03/05/2024;05/07/2024;1235
AF1441;12/07/2024;30/08/2024;5
AF1441;06/07/2024;01/09/2024;123467
AF1441;02/09/2024;25/10/2024;1235
AF1441;05/09/2024;26/10/2024;467
AF1442;31/03/2024;31/03/2024;7
AF1442;01/04/2024;01/04/2024;1
AF1442;03/04/2024;03/04/2024;3
AF1442;24/04/2024;24/04/2024;3
AF1442;26/04/2024;27/04/2024;56
AF1442;12/04/2024;12/04/2024;5
AF1442;14/04/2024;28/04/2024;7
AF1442;17/04/2024;20/04/2024;36
AF1442;04/04/2024;04/04/2024;4
AF1442;07/04/2024;07/04/2024;7
AF1442;13/04/2024;13/04/2024;6
AF1442;19/04/2024;19/04/2024;5
AF1442;15/04/2024;15/04/2024;1
AF1442;08/04/2024;08/04/2024;1
AF1442;22/04/2024;22/04/2024;1
AF1442;29/04/2024;29/04/2024;1
AF1442;30/04/2024;03/05/2024;25
AF1442;02/05/2024;02/05/2024;4
AF1442;05/05/2024;10/05/2024;257
AF1442;06/05/2024;06/05/2024;1
AF1442;12/05/2024;12/05/2024;7
AF1442;16/04/2024;23/04/2024;24
AF1442;02/04/2024;02/04/2024;2
AF1442;09/04/2024;11/04/2024;24
AF1442;05/04/2024;06/04/2024;56
AF1442;25/04/2024;25/04/2024;4
AF1442;04/05/2024;09/05/2024;346
AF1442;01/05/2024;01/05/2024;3
AF1442;11/05/2024;11/05/2024;6
AF1442;13/05/2024;01/07/2024;1
AF1442;14/05/2024;05/07/2024;234567
AF1442;08/07/2024;26/08/2024;1
AF1442;09/07/2024;29/08/2024;234
AF1442;06/07/2024;31/08/2024;6
AF1442;12/07/2024;30/08/2024;5
AF1442;03/09/2024;26/10/2024;234567
AF1442;02/09/2024;21/10/2024;1
AF1443;31/03/2024;31/03/2024;7
AF1443;01/04/2024;01/04/2024;1
AF1443;03/04/2024;03/04/2024;3
AF1443;07/04/2024;07/04/2024;7
AF1443;04/04/2024;04/04/2024;4
AF1443;13/04/2024;13/04/2024;6
AF1443;19/04/2024;19/04/2024;5
AF1443;12/04/2024;12/04/2024;5
AF1443;14/04/2024;28/04/2024;7
AF1443;17/04/2024;20/04/2024;36
AF1443;24/04/2024;24/04/2024;3
AF1443;26/04/2024;27/04/2024;56
AF1443;15/04/2024;15/04/2024;1
AF1443;08/04/2024;08/04/2024;1
AF1443;22/04/2024;22/04/2024;1
AF1443;29/04/2024;29/04/2024;1
AF1443;30/04/2024;03/05/2024;25
AF1443;02/05/2024;02/05/2024;4
AF1443;05/05/2024;10/05/2024;257
AF1443;06/05/2024;06/05/2024;1
AF1443;12/05/2024;12/05/2024;7
AF1443;02/04/2024;02/04/2024;2
AF1443;16/04/2024;18/04/2024;24
AF1443;23/04/2024;25/04/2024;24
AF1443;09/04/2024;11/04/2024;24
AF1443;04/05/2024;09/05/2024;346
AF1443;01/05/2024;01/05/2024;3
AF1443;13/05/2024;01/07/2024;1
AF1443;11/05/2024;11/05/2024;6
AF1443;14/05/2024;05/07/2024;234567
AF1443;05/04/2024;06/04/2024;56
AF1443;08/07/2024;26/08/2024;1
AF1443;09/07/2024;29/08/2024;234
AF1443;06/07/2024;31/08/2024;6
AF1443;12/07/2024;30/08/2024;5
AF1443;03/09/2024;26/10/2024;234567
AF1443;02/09/2024;21/10/2024;1
AF1444;20/04/2024;20/04/2024;6
AF1444;13/04/2024;17/04/2024;36
AF1444;27/04/2024;27/04/2024;6
AF1444;24/04/2024;24/04/2024;3
AF1444;12/04/2024;26/04/2024;5
AF1444;15/04/2024;22/04/2024;1
AF1444;08/04/2024;10/04/2024;13
AF1444;01/04/2024;06/04/2024;136
AF1444;04/04/2024;04/04/2024;4
AF1444;05/04/2024;05/04/2024;5
AF1444;08/05/2024;11/05/2024;36
AF1444;09/05/2024;10/05/2024;45
AF1444;29/04/2024;06/05/2024;16
AF1444;30/04/2024;02/05/2024;24
AF1444;01/05/2024;01/05/2024;3
AF1444;05/05/2024;12/05/2024;27
AF1444;13/05/2024;03/07/2024;136
AF1444;03/05/2024;03/05/2024;5
AF1444;14/05/2024;07/07/2024;2457
AF1444;07/04/2024;25/04/2024;247
AF1444;28/04/2024;28/04/2024;7
AF1444;31/03/2024;02/04/2024;27
AF1444;06/07/2024;31/08/2024;6
AF1444;10/07/2024;28/08/2024;3
AF1444;11/07/2024;29/08/2024;4
AF1444;08/07/2024;01/09/2024;1257
AF1444;02/09/2024;26/10/2024;136
AF1444;03/09/2024;25/10/2024;2457
AF1445;27/04/2024;27/04/2024;6
AF1445;05/04/2024;05/04/2024;5
AF1445;20/04/2024;20/04/2024;6
AF1445;13/04/2024;13/04/2024;6
AF1445;31/03/2024;23/04/2024;27
AF1445;08/04/2024;10/04/2024;13
AF1445;12/04/2024;26/04/2024;5
AF1445;15/04/2024;22/04/2024;1
AF1445;17/04/2024;24/04/2024;3
AF1445;04/04/2024;04/04/2024;4
AF1445;11/04/2024;25/04/2024;4
AF1445;01/04/2024;03/04/2024;13
AF1445;06/04/2024;06/04/2024;6
AF1445;29/04/2024;06/05/2024;16
AF1445;30/04/2024;02/05/2024;24
AF1445;01/05/2024;01/05/2024;3
AF1445;05/05/2024;12/05/2024;27
AF1445;08/05/2024;11/05/2024;36
AF1445;09/05/2024;10/05/2024;45
AF1445;18/05/2024;29/06/2024;6
AF1445;28/04/2024;28/04/2024;7
AF1445;17/05/2024;05/07/2024;5
AF1445;14/05/2024;07/07/2024;247
AF1445;13/05/2024;03/07/2024;13
AF1445;03/05/2024;03/05/2024;5
AF1445;06/07/2024;31/08/2024;6
AF1445;10/07/2024;28/08/2024;3
AF1445;11/07/2024;29/08/2024;4
AF1445;08/07/2024;01/09/2024;1257
AF1445;02/09/2024;26/10/2024;16
AF1445;03/09/2024;24/10/2024;247
AF1445;04/09/2024;02/10/2024;3
AF1445;06/09/2024;04/10/2024;5
AF1445;09/10/2024;23/10/2024;3
AF1445;11/10/2024;18/10/2024;5
AF1445;25/10/2024;25/10/2024;5
AF1446;12/07/2024;19/07/2024;5
AF1446;26/07/2024;26/07/2024;5
AF1446;06/07/2024;31/08/2024;6
AF1446;08/07/2024;28/08/2024;123
AF1446;02/08/2024;30/08/2024;5
AF1446;11/07/2024;29/08/2024;4
AF1447;06/07/2024;31/08/2024;6
AF1447;08/07/2024;28/08/2024;123
AF1447;11/07/2024;29/08/2024;4
AF1447;12/07/2024;30/08/2024;5
AF1448;25/04/2024;25/04/2024;4
AF1448;12/04/2024;12/04/2024;5
AF1448;23/04/2024;23/04/2024;2
AF1448;29/04/2024;01/05/2024;123
AF1448;10/05/2024;10/05/2024;5
AF1448;31/03/2024;11/04/2024;1234567
AF1448;24/04/2024;24/04/2024;3
AF1448;26/04/2024;28/04/2024;567
AF1448;13/04/2024;22/04/2024;1234567
AF1448;02/05/2024;09/05/2024;1234567
AF1448;11/05/2024;05/07/2024;1234567
AF1448;09/07/2024;27/08/2024;2
AF1448;06/07/2024;01/09/2024;134567
AF1448;02/09/2024;26/10/2024;1234567
AF1449;13/04/2024;13/04/2024;6
AF1449;24/04/2024;24/04/2024;3
AF1449;01/04/2024;22/04/2024;1345
AF1449;25/04/2024;25/04/2024;4
AF1449;26/04/2024;26/04/2024;5
AF1449;30/04/2024;02/05/2024;234
AF1449;28/04/2024;28/04/2024;7
AF1449;05/05/2024;09/05/2024;347
AF1449;29/04/2024;29/04/2024;1
AF1449;11/05/2024;11/05/2024;6
AF1449;03/05/2024;10/05/2024;1256
AF1449;15/05/2024;19/05/2024;3457
AF1449;13/05/2024;18/05/2024;126
AF1449;12/05/2024;12/05/2024;7
AF1449;31/03/2024;09/04/2024;267
AF1449;14/04/2024;23/04/2024;267
AF1449;20/05/2024;06/07/2024;1234567
AF1449;27/04/2024;27/04/2024;6
AF1449;10/07/2024;28/08/2024;3
AF1449;07/07/2024;02/09/2024;124567
AF1449;11/10/2024;18/10/2024;5
AF1449;07/10/2024;15/10/2024;126
AF1449;19/10/2024;26/10/2024;1256
AF1449;10/10/2024;24/10/2024;47
AF1449;09/10/2024;23/10/2024;3
AF1449;03/09/2024;06/10/2024;1234567
AF1450;02/04/2024;06/07/2024;246
AF1450;09/07/2024;31/08/2024;26
AF1450;03/09/2024;26/10/2024;246
AF1451;02/04/2024;06/07/2024;246
AF1451;09/07/2024;31/08/2024;26
AF1451;03/09/2024;26/10/2024;246
AF1452;02/04/2024;09/04/2024;2
AF1452;01/04/2024;01/07/2024;1
AF1452;31/03/2024;07/04/2024;34567
AF1452;10/04/2024;07/07/2024;234567
AF1452;08/07/2024;01/09/2024;1234567
AF1452;03/09/2024;26/10/2024;234567
AF1452;02/09/2024;21/10/2024;1
AF1453;31/03/2024;28/04/2024;357
AF1453;02/04/2024;09/04/2024;2
AF1453;01/05/2024;19/05/2024;3567
AF1453;07/05/2024;16/05/2024;24
AF1453;04/04/2024;06/04/2024;46
AF1453;11/04/2024;02/05/2024;246
AF1453;22/05/2024;30/06/2024;357
AF1453;03/07/2024;07/07/2024;3567
AF1453;01/04/2024;01/07/2024;1
AF1453;21/05/2024;04/07/2024;246
AF1453;08/07/2024;01/09/2024;1234567
AF1453;03/09/2024;26/10/2024;246
AF1453;04/09/2024;25/10/2024;357
AF1453;02/09/2024;21/10/2024;1
AF1454;06/07/2024;31/08/2024;56
AF1454;08/07/2024;28/08/2024;123
AF1454;07/07/2024;01/09/2024;47
AF1455;06/07/2024;31/08/2024;56
AF1455;08/07/2024;28/08/2024;123
AF1455;07/07/2024;01/09/2024;47
AF1456;20/05/2024;20/05/2024;1
AF1456;01/05/2024;08/05/2024;3
AF1456;06/07/2024;01/09/2024;234567
AF1457;20/05/2024;20/05/2024;1
AF1457;01/05/2024;08/05/2024;3
AF1457;06/07/2024;01/09/2024;234567
AF1458;09/04/2024;16/04/2024;2
AF1458;23/04/2024;23/04/2024;2
AF1458;12/04/2024;12/04/2024;5
AF1458;19/04/2024;19/04/2024;5
AF1458;07/04/2024;07/04/2024;7
AF1458;08/04/2024;24/04/2024;13
AF1458;14/04/2024;21/04/2024;7
AF1458;28/04/2024;28/04/2024;7
AF1458;29/04/2024;03/05/2024;135
AF1458;05/05/2024;05/05/2024;7
AF1458;08/05/2024;08/05/2024;3
AF1458;12/05/2024;12/05/2024;7
AF1458;11/04/2024;09/05/2024;4
AF1458;30/04/2024;07/05/2024;2
AF1458;14/05/2024;28/05/2024;2
AF1458;16/05/2024;30/05/2024;4
AF1458;19/05/2024;30/06/2024;7
AF1458;04/06/2024;02/07/2024;2
AF1458;09/07/2024;27/08/2024;2
AF1458;26/04/2024;26/04/2024;5
AF1458;06/05/2024;21/10/2024;1
AF1458;10/05/2024;25/10/2024;35
AF1458;06/06/2024;24/10/2024;4
AF1458;03/09/2024;22/10/2024;2
AF1458;08/09/2024;20/10/2024;7
AF1458;07/07/2024;01/09/2024;7
AF1459;08/04/2024;24/04/2024;13
AF1459;09/04/2024;16/04/2024;2
AF1459;23/04/2024;23/04/2024;2
AF1459;07/04/2024;07/04/2024;7
AF1459;12/04/2024;12/04/2024;5
AF1459;19/04/2024;19/04/2024;5
AF1459;14/04/2024;21/04/2024;7
AF1459;28/04/2024;28/04/2024;7
AF1459;11/04/2024;09/05/2024;4
AF1459;30/04/2024;07/05/2024;2
AF1459;14/05/2024;28/05/2024;2
AF1459;16/05/2024;30/05/2024;4
AF1459;29/04/2024;03/05/2024;135
AF1459;05/05/2024;05/05/2024;7
AF1459;08/05/2024;08/05/2024;3
AF1459;12/05/2024;12/05/2024;7
AF1459;19/05/2024;30/06/2024;7
AF1459;04/06/2024;02/07/2024;2
AF1459;09/07/2024;27/08/2024;2
AF1459;06/06/2024;24/10/2024;4
AF1459;03/09/2024;22/10/2024;2
AF1459;08/09/2024;20/10/2024;7
AF1459;01/07/2024;06/09/2024;1357
AF1459;09/09/2024;25/10/2024;135
AF1459;26/04/2024;26/04/2024;5
AF1459;06/05/2024;06/05/2024;1
AF1459;10/05/2024;28/06/2024;135
AF1462;08/04/2024;25/04/2024;14
AF1462;10/04/2024;24/04/2024;3
AF1462;12/04/2024;26/04/2024;5
AF1462;13/04/2024;13/04/2024;6
AF1462;06/04/2024;06/04/2024;6
AF1462;14/04/2024;14/04/2024;7
AF1462;21/04/2024;21/04/2024;7
AF1462;27/04/2024;27/04/2024;6
AF1462;20/04/2024;20/04/2024;6
AF1462;31/03/2024;07/04/2024;7
AF1462;01/04/2024;01/04/2024;1
AF1462;05/04/2024;05/04/2024;5
AF1462;02/04/2024;02/04/2024;2
AF1462;09/04/2024;23/04/2024;2
AF1462;04/04/2024;04/04/2024;4
AF1462;03/04/2024;03/04/2024;3
AF1462;12/05/2024;12/05/2024;7
AF1462;05/05/2024;10/05/2024;57
AF1462;09/05/2024;09/05/2024;4
AF1462;02/05/2024;06/05/2024;14
AF1462;29/04/2024;29/04/2024;1
AF1462;03/05/2024;03/05/2024;5
AF1462;30/04/2024;02/07/2024;2
AF1462;08/05/2024;08/05/2024;3
AF1462;11/05/2024;04/07/2024;1346
AF1462;17/05/2024;05/07/2024;57
AF1462;01/05/2024;01/05/2024;3
AF1462;28/04/2024;28/04/2024;7
AF1462;06/07/2024;01/09/2024;1234567
AF1462;03/09/2024;22/10/2024;2
AF1462;13/10/2024;20/10/2024;7
AF1462;02/09/2024;05/10/2024;1346
AF1462;25/10/2024;25/10/2024;5
AF1462;09/10/2024;23/10/2024;3
AF1462;11/10/2024;18/10/2024;5
AF1462;06/09/2024;06/10/2024;57
AF1462;07/10/2024;26/10/2024;146
AF1463;31/03/2024;02/04/2024;27
AF1463;01/04/2024;01/04/2024;1
AF1463;06/04/2024;06/04/2024;6
AF1463;03/04/2024;03/04/2024;3
AF1463;11/04/2024;25/04/2024;4
AF1463;09/04/2024;23/04/2024;2
AF1463;22/04/2024;22/04/2024;1
AF1463;12/04/2024;26/04/2024;5
AF1463;14/04/2024;14/04/2024;7
AF1463;07/04/2024;07/04/2024;7
AF1463;15/04/2024;15/04/2024;1
AF1463;21/04/2024;21/04/2024;7
AF1463;28/04/2024;28/04/2024;7
AF1463;13/04/2024;27/04/2024;6
AF1463;08/04/2024;08/04/2024;1
AF1463;05/04/2024;05/04/2024;5
AF1463;04/04/2024;04/04/2024;4
AF1463;03/05/2024;07/05/2024;25
AF1463;30/04/2024;30/04/2024;2
AF1463;04/05/2024;11/05/2024;16
AF1463;29/04/2024;29/04/2024;1
AF1463;10/05/2024;10/05/2024;5
AF1463;13/05/2024;18/05/2024;16
AF1463;12/05/2024;05/07/2024;2457
AF1463;02/05/2024;02/05/2024;4
AF1463;09/05/2024;09/05/2024;4
AF1463;10/04/2024;03/07/2024;3
AF1463;06/07/2024;01/09/2024;1234567
AF1463;03/09/2024;06/10/2024;2457
AF1463;04/09/2024;02/10/2024;3
AF1463;02/09/2024;05/10/2024;16
AF1463;09/10/2024;23/10/2024;3
AF1463;11/10/2024;18/10/2024;5
AF1463;20/05/2024;01/07/2024;16
AF1463;20/10/2024;25/10/2024;2457
AF1463;19/10/2024;26/10/2024;16
AF1463;08/10/2024;17/10/2024;247
AF1463;07/10/2024;14/10/2024;16
AF1470;12/07/2024;26/07/2024;5
AF1470;06/07/2024;31/08/2024;6
AF1470;02/08/2024;30/08/2024;5
AF1471;06/07/2024;31/08/2024;6
AF1471;12/07/2024;30/08/2024;5
AF1476;31/03/2024;05/07/2024;124567
AF1476;03/04/2024;03/07/2024;3
AF1476;07/07/2024;30/08/2024;57
AF1476;06/07/2024;31/08/2024;12346
AF1476;04/09/2024;23/10/2024;3
AF1476;01/09/2024;26/10/2024;124567
AF1477;01/04/2024;26/04/2024;145
AF1477;03/04/2024;15/05/2024;3
AF1477;28/04/2024;09/05/2024;47
AF1477;29/04/2024;14/05/2024;12
AF1477;03/05/2024;10/05/2024;5
AF1477;04/05/2024;18/05/2024;6
AF1477;12/05/2024;12/05/2024;7
AF1477;16/05/2024;19/05/2024;47
AF1477;23/05/2024;29/06/2024;46
AF1477;22/05/2024;26/06/2024;3
AF1477;31/03/2024;23/04/2024;267
AF1477;17/05/2024;05/07/2024;5
AF1477;27/04/2024;27/04/2024;6
AF1477;20/05/2024;02/07/2024;127
AF1477;04/07/2024;07/07/2024;47
AF1477;03/07/2024;03/07/2024;3
AF1477;08/07/2024;29/08/2024;1234
AF1477;06/07/2024;31/08/2024;6
AF1477;12/07/2024;01/09/2024;57
AF1477;09/10/2024;23/10/2024;3
AF1477;02/09/2024;04/10/2024;12457
AF1477;04/09/2024;02/10/2024;3
AF1477;07/09/2024;26/10/2024;6
AF1477;07/10/2024;15/10/2024;12
AF1477;06/10/2024;24/10/2024;47
AF1477;21/10/2024;25/10/2024;125
AF1477;11/10/2024;11/10/2024;5
AF1477;18/10/2024;18/10/2024;5
AF1478;06/07/2024;31/08/2024;156
AF1478;10/07/2024;28/08/2024;3
AF1478;11/07/2024;29/08/2024;4
AF1478;09/07/2024;27/08/2024;2
AF1479;06/07/2024;31/08/2024;156
AF1479;11/07/2024;29/08/2024;4
AF1479;09/07/2024;27/08/2024;2
AF1479;10/07/2024;28/08/2024;3
AF1480;09/07/2024;29/08/2024;234
AF1480;06/07/2024;01/09/2024;1567
AF1481;09/07/2024;29/08/2024;234
AF1481;06/07/2024;01/09/2024;1567
AF1482;15/04/2024;17/04/2024;123
AF1482;18/04/2024;18/04/2024;4
AF1482;07/05/2024;07/05/2024;2
AF1482;08/07/2024;22/07/2024;1
AF1482;09/07/2024;25/07/2024;234
AF1482;29/07/2024;29/07/2024;1
AF1482;31/07/2024;31/07/2024;3
AF1482;01/08/2024;29/08/2024;4
AF1482;27/05/2024;01/07/2024;1
AF1482;30/04/2024;02/05/2024;24
AF1482;29/04/2024;06/05/2024;1
AF1482;14/05/2024;04/07/2024;234
AF1482;08/04/2024;08/04/2024;1
AF1482;02/04/2024;11/04/2024;234
AF1482;02/09/2024;21/10/2024;1
AF1482;03/09/2024;24/10/2024;234
AF1483;16/04/2024;25/04/2024;234
AF1483;29/04/2024;29/04/2024;1
AF1483;12/07/2024;26/07/2024;5
AF1483;08/07/2024;22/07/2024;1
AF1483;09/07/2024;23/07/2024;2
AF1483;10/07/2024;25/07/2024;34
AF1483;02/05/2024;02/05/2024;4
AF1483;30/04/2024;30/04/2024;2
AF1483;21/05/2024;04/07/2024;1234
AF1483;02/04/2024;15/04/2024;1234
AF1483;22/04/2024;22/04/2024;1
AF1483;14/05/2024;16/05/2024;234
AF1483;02/09/2024;24/10/2024;1234
AF1485;18/04/2024;18/04/2024;4
AF1485;15/04/2024;17/04/2024;123
AF1485;14/04/2024;14/04/2024;7
AF1485;21/04/2024;28/04/2024;7
AF1485;26/04/2024;26/04/2024;5
AF1485;07/05/2024;07/05/2024;2
AF1485;08/07/2024;22/07/2024;1
AF1485;09/07/2024;25/07/2024;234
AF1485;29/07/2024;29/07/2024;1
AF1485;31/07/2024;31/07/2024;3
AF1485;01/08/2024;29/08/2024;4
AF1485;30/04/2024;30/04/2024;2
AF1485;03/05/2024;03/05/2024;5
AF1485;27/05/2024;01/07/2024;1
AF1485;29/04/2024;13/05/2024;1
AF1485;14/05/2024;04/07/2024;234
AF1485;08/04/2024;08/04/2024;1
AF1485;02/04/2024;11/04/2024;234
AF1485;05/04/2024;19/04/2024;5
AF1485;06/09/2024;25/10/2024;5
AF1485;17/05/2024;05/07/2024;5
AF1485;02/09/2024;21/10/2024;1
AF1485;03/09/2024;24/10/2024;234
AF1486;13/04/2024;13/04/2024;6
AF1486;02/04/2024;09/04/2024;26
AF1486;16/04/2024;27/04/2024;26
AF1486;08/04/2024;11/04/2024;14
AF1486;01/04/2024;01/04/2024;1
AF1486;15/04/2024;22/04/2024;1
AF1486;03/04/2024;10/04/2024;345
AF1486;12/04/2024;26/04/2024;345
AF1486;29/04/2024;13/05/2024;1
AF1486;01/05/2024;01/05/2024;3
AF1486;30/04/2024;30/04/2024;2
AF1486;02/05/2024;17/05/2024;23456
AF1486;20/05/2024;20/05/2024;1
AF1486;21/05/2024;25/05/2024;23456
AF1486;27/05/2024;01/07/2024;1
AF1486;28/05/2024;05/07/2024;23456
AF1486;06/07/2024;31/08/2024;23456
AF1486;02/09/2024;30/09/2024;1
AF1486;07/07/2024;01/09/2024;17
AF1486;03/09/2024;05/10/2024;23456
AF1486;21/10/2024;21/10/2024;1
AF1486;19/10/2024;26/10/2024;2456
AF1486;09/10/2024;23/10/2024;35
AF1486;07/10/2024;14/10/2024;1
AF1486;08/10/2024;17/10/2024;246
AF1487;08/04/2024;11/04/2024;14
AF1487;13/04/2024;13/04/2024;6
AF1487;01/04/2024;06/04/2024;123456
AF1487;09/04/2024;10/04/2024;23
AF1487;01/05/2024;01/05/2024;3
AF1487;02/05/2024;17/05/2024;123456
AF1487;15/04/2024;30/04/2024;123456
AF1487;12/04/2024;12/04/2024;5
AF1487;20/05/2024;25/05/2024;123456
AF1487;27/05/2024;05/07/2024;123456
AF1487;06/07/2024;01/09/2024;1234567
AF1487;02/09/2024;26/10/2024;123456
AF1488;15/04/2024;24/04/2024;123
AF1488;19/04/2024;26/04/2024;5
AF1488;28/04/2024;28/04/2024;7
AF1488;20/05/2024;20/05/2024;1
AF1488;07/07/2024;28/07/2024;7
AF1488;08/07/2024;22/07/2024;1
AF1488;11/07/2024;25/07/2024;4
AF1488;09/07/2024;24/07/2024;23
AF1488;03/05/2024;03/05/2024;5
AF1488;29/04/2024;30/04/2024;12
AF1488;04/04/2024;02/05/2024;4
AF1488;21/05/2024;05/07/2024;1235
AF1488;01/04/2024;12/04/2024;1235
AF1488;26/05/2024;30/06/2024;7
AF1488;16/05/2024;04/07/2024;4
AF1488;13/05/2024;17/05/2024;1235
AF1488;07/04/2024;21/04/2024;7
AF1488;02/09/2024;25/10/2024;1235
AF1488;05/09/2024;24/10/2024;4
AF1488;08/09/2024;20/10/2024;7
AF1489;01/04/2024;01/04/2024;1
AF1489;14/04/2024;14/04/2024;7
AF1489;15/04/2024;24/04/2024;123
AF1489;18/04/2024;25/04/2024;4
AF1489;19/04/2024;19/04/2024;5
AF1489;21/04/2024;21/04/2024;7
AF1489;26/04/2024;26/04/2024;5
AF1489;28/04/2024;28/04/2024;7
AF1489;02/05/2024;02/05/2024;4
AF1489;05/05/2024;05/05/2024;7
AF1489;07/07/2024;28/07/2024;7
AF1489;12/07/2024;26/07/2024;5
AF1489;04/08/2024;01/09/2024;7
AF1489;29/04/2024;30/04/2024;12
AF1489;03/05/2024;03/05/2024;5
AF1489;26/05/2024;30/06/2024;7
AF1489;13/05/2024;03/07/2024;123
AF1489;02/09/2024;23/10/2024;123
AF1489;16/05/2024;04/07/2024;4
AF1489;05/09/2024;24/10/2024;4
AF1489;17/05/2024;05/07/2024;5
AF1489;07/04/2024;07/04/2024;7
AF1489;02/04/2024;10/04/2024;123
AF1489;04/04/2024;11/04/2024;4
AF1489;05/04/2024;12/04/2024;5
AF1489;06/09/2024;25/10/2024;5
AF1489;08/09/2024;20/10/2024;7
AF149;26/10/2024;26/10/2024;6
AF149;31/03/2024;25/10/2024;1234567
AF1492;31/03/2024;21/04/2024;7
AF1492;02/04/2024;27/04/2024;26
AF1492;01/04/2024;08/04/2024;1
AF1492;03/04/2024;04/04/2024;34
AF1492;10/04/2024;25/04/2024;134
AF1492;29/04/2024;18/05/2024;126
AF1492;01/05/2024;09/05/2024;34
AF1492;12/05/2024;12/05/2024;7
AF1492;15/05/2024;17/05/2024;345
AF1492;05/04/2024;10/05/2024;5
AF1492;28/04/2024;05/05/2024;7
AF1492;19/05/2024;30/06/2024;7
AF1492;20/05/2024;04/07/2024;12346
AF1492;24/05/2024;05/07/2024;5
AF1492;08/07/2024;30/08/2024;135
AF1492;06/07/2024;01/09/2024;2467
AF1492;02/09/2024;05/10/2024;12346
AF1492;25/10/2024;25/10/2024;5
AF1492;09/10/2024;23/10/2024;35
AF1492;08/09/2024;20/10/2024;7
AF1492;06/09/2024;04/10/2024;5
AF1492;07/10/2024;26/10/2024;1246
AF1493;03/04/2024;24/04/2024;3
AF1493;04/04/2024;25/04/2024;4
AF1493;05/04/2024;26/04/2024;5
AF1493;02/04/2024;09/04/2024;2
AF1493;31/03/2024;07/04/2024;67
AF1493;13/04/2024;27/04/2024;267
AF1493;30/04/2024;14/05/2024;25
AF1493;01/05/2024;09/05/2024;34
AF1493;12/05/2024;12/05/2024;7
AF1493;15/05/2024;17/05/2024;345
AF1493;19/05/2024;19/05/2024;7
AF1493;28/04/2024;05/05/2024;7
AF1493;07/07/2024;07/07/2024;7
AF1493;04/05/2024;06/07/2024;6
AF1493;23/05/2024;04/07/2024;4
AF1493;22/05/2024;03/07/2024;3
AF1493;21/05/2024;05/07/2024;257
AF1493;01/04/2024;01/07/2024;1
AF1493;09/07/2024;30/08/2024;25
AF1493;08/07/2024;28/08/2024;13
AF1493;11/07/2024;29/08/2024;4
AF1493;13/07/2024;31/08/2024;6
AF1493;14/07/2024;01/09/2024;7
AF1493;02/09/2024;21/10/2024;1
AF1493;04/09/2024;02/10/2024;3
AF1493;03/09/2024;08/10/2024;257
AF1493;22/10/2024;25/10/2024;25
AF1493;09/10/2024;23/10/2024;35
AF1493;10/10/2024;24/10/2024;4
AF1493;07/09/2024;26/10/2024;6
AF1493;05/09/2024;03/10/2024;4
AF1493;13/10/2024;20/10/2024;7
AF1493;15/10/2024;15/10/2024;2
AF1494;31/03/2024;31/03/2024;7
AF1494;29/04/2024;29/04/2024;1
AF1494;01/04/2024;01/04/2024;1
AF1494;03/04/2024;03/04/2024;3
AF1494;05/04/2024;05/04/2024;5
AF1494;10/04/2024;24/04/2024;3
AF1494;08/04/2024;22/04/2024;1
AF1494;12/04/2024;26/04/2024;57
AF1494;28/04/2024;28/04/2024;7
AF1494;01/05/2024;08/05/2024;3
AF1494;05/05/2024;05/05/2024;7
AF1494;06/05/2024;06/05/2024;1
AF1494;12/05/2024;12/05/2024;7
AF1494;19/05/2024;30/06/2024;7
AF1494;07/04/2024;07/04/2024;7
AF1494;15/05/2024;03/07/2024;3
AF1494;13/05/2024;01/07/2024;1
AF1494;03/05/2024;05/07/2024;5
AF1494;09/07/2024;27/08/2024;2
AF1494;11/07/2024;29/08/2024;4
AF1494;07/07/2024;01/09/2024;1357
AF1494;02/09/2024;21/10/2024;1
